,protein,r2score,rho,p-values,r2_mRNA_protein,r2_mRNA_protein_basic_linear_regression,p-val adj. BH
3234,IQGAP1,0.5492108463712139,0.7316436251920122,3.3099436987972035e-22,0.1632717326968156,0.39214922197939506,1.6232212922878826e-21
6881,THEMIS2,0.5142433490494873,0.7315698924731181,3.357865695827445e-22,0.2451626336094178,0.3923965840792227,1.6456908190953807e-21
6880,THEM6,0.5029900591278968,0.7315453149001535,3.3739898286870234e-22,0.2678989707030828,0.37284669228857464,1.6525578234182778e-21
4606,OAT,0.5356549365637298,0.7314900153609829,3.410546215656724e-22,0.17877826947445286,0.3264998453951828,1.6694175531205816e-21
980,CCDC50,0.5186625609552589,0.731416282642089,3.459890581489055e-22,0.09445769508847246,0.2848115724891365,1.6925118279179104e-21
7648,XRN1,0.47771210099843164,0.7313671274961596,3.4931736210088093e-22,0.13724046637829435,0.3349600877259527,1.7077252539706816e-21
1428,COX17,0.4876639758418029,0.731342549923195,3.5099322432244847e-22,-0.894565138495905,0.012119432679355283,1.7148463464398452e-21
2714,GPX4,0.44895523986203933,0.7313179723502303,3.526769410225585e-22,-0.2782749325804996,0.1327469853099171,1.7209226654263586e-21
1696,DDX42,0.5235687493338635,0.7313179723502303,3.526769410225585e-22,0.013613075021501664,0.3607400037696157,1.7209226654263586e-21
19,ABCB6,0.5965202495467775,0.7312811059907833,3.5521732187282643e-22,-0.08320589059059724,0.3583256424380821,1.73223808708806e-21
2037,ELAC2,0.5497133240816192,0.7312565284178186,3.5692083233824584e-22,0.21261305419232035,0.3963730865470579,1.7394609037693203e-21
4,AAGAB,0.5581850114875326,0.7312380952380951,3.5820370069638527e-22,0.40322261468115983,0.48259338266439195,1.7446259943008252e-21
1159,CES1,0.4076785138628243,0.7311274961597541,3.6599605125833074e-22,0.7831638512028755,0.7908277549433264,1.781469267543661e-21
6404,SMTN,0.5302484890437904,0.7310926435984458,3.684857583552734e-22,-0.1835592828471806,0.15575989312235902,1.7924723892132764e-21
2141,ERGIC3,0.5492033323172674,0.7310660522273424,3.703964452035407e-22,-0.23023529106573593,0.20249425240298008,1.800646982213857e-21
3613,LRWD1,0.4345542562469866,0.7310537634408601,3.712827062819364e-22,-0.3447908693699122,0.1635299590377512,1.8038343655511222e-21
6154,SF3A2,0.44489695726723055,0.7309800307219662,3.7664394525322394e-22,-0.30278542350503734,0.16024600319822743,1.828745462303363e-21
1822,DNAJC13,0.46011852809181364,0.7309677419354838,3.7754480820410894e-22,-0.17940586158387561,0.25768052859723495,1.8319823137546776e-21
6104,SEPHS2,0.5587879732219648,0.7307711213517664,3.9224819473515037e-22,0.03080116980091563,0.251151509305068,1.902148406211002e-21
2370,FGL2,0.5223463986165006,0.7307649769585252,3.927165762200412e-22,0.3255851436617666,0.4301070749038511,1.9032398136264948e-21
1854,DOCK9,0.45627249189760266,0.7307158218125959,3.964833515247766e-22,0.49126104915966573,0.5409235659473819,1.920305124227122e-21
2158,ESRP1,0.42905985772928534,0.7306025582406775,4.0529765622504813e-22,0.4655092981376229,0.5179721686491898,1.9617811058120833e-21
4010,MRPL15,0.49019075882447094,0.7305622119815667,4.084834621307186e-22,-0.24576033749763382,0.12899865528695034,1.9759787512594195e-21
3897,MICAL3,0.49678496658956683,0.7305253456221197,4.1141587259422143e-22,0.14214879673773273,0.3060094336218599,1.988933841428925e-21
1107,CDK5,0.4647195759448356,0.7304700460829492,4.1585308889179453e-22,0.2449077909722278,0.4774680519227627,2.0091432126693123e-21
3584,LRCH4,0.5157219442346267,0.7303963133640552,4.2184217317024543e-22,-0.11232087957507297,0.19664265757788255,2.0368206657639874e-21
522,ASCC3,0.4347189792518157,0.7303471582181258,4.258816261757751e-22,0.3023936512195923,0.41656977441764365,2.0550561875058065e-21
85,ACOX1,0.509615020939339,0.7302980030721965,4.299588617199928e-22,0.24335538899640063,0.3927823165720633,2.0734514280972777e-21
4572,NUP133,0.4787856686332729,0.7302119815668202,4.3718597734626155e-22,-0.03959494259271912,0.26346750996631685,2.1070047534211078e-21
7138,TRAPPC10,0.5543671469500179,0.730168970814132,4.408439064042103e-22,-0.21615961936453854,0.18601700885888334,2.1233257610183085e-21
2608,GLUD1,0.5041062784637612,0.7298801843317972,4.66190398439384e-22,-0.05423771964745838,0.19636953799054718,2.2440254132879148e-21
5311,PRTN3,0.571354106565794,0.7297818740399384,4.751395870181797e-22,-0.6990222540943181,0.03203693085215868,2.285696094499509e-21
7082,TOP2B,0.4731385889110872,0.7297327188940091,4.796769016219182e-22,0.013882802531977712,0.2328973427226185,2.306104932075381e-21
1806,DNAJA1,0.5541444892816065,0.7297265745007679,4.802470338167548e-22,0.16520661459654706,0.3371983539355133,2.3074277017903293e-21
239,AKR7A2,0.5133942903723094,0.7297081413210444,4.81961405525671e-22,-0.7072782388330117,0.04321534039897618,2.3142431639176173e-21
3299,ITSN2,0.5174086524127723,0.7296835637480797,4.842565378308549e-22,0.2909705795788222,0.36442918184177553,2.3209893620790112e-21
6599,STAP2,0.5110202077813749,0.7296855559318026,4.840701043625087e-22,0.6039641209854301,0.6169860053535944,2.3209893620790112e-21
2503,GANAB,0.47637780601295365,0.7296897081413211,4.836817557060114e-22,0.055765739836979855,0.430230987397717,2.3209893620790112e-21
5940,RUVBL1,0.5570076467678818,0.7296405529953917,4.882987392513435e-22,0.17036879835341578,0.3403557629416067,2.338930029653404e-21
294,AMPD2,0.48206315673466016,0.7295913978494623,4.929587696032285e-22,-0.08451710427244885,0.21376133714977585,2.3598063010015013e-21
1274,CLIC1,0.4611754830240936,0.729542242703533,4.976622384772661e-22,0.2051133610916973,0.37586399434967227,2.38086484976708e-21
5448,PYM1,0.4996318714301379,0.7294685099846389,5.047997544569831e-22,0.09975900012186933,0.32973619363698564,2.4135352563340598e-21
6653,STX3,0.5660476951248621,0.7294562211981566,5.059990235896301e-22,0.16711795822661335,0.3818050579088437,2.4177913026988923e-21
1481,CRELD2,0.46807492921329674,0.7293701996927802,5.144721951968964e-22,0.38644882806164216,0.45745686466224134,2.4567774791392698e-21
5387,PTMA,0.4814575789210386,0.7293517665130567,5.163058274321153e-22,-0.1484761142812081,0.20916376363670552,2.4625269403500037e-21
853,C9orf78,0.4993704764897816,0.7293517665130567,5.163058274321153e-22,-0.1894731484309442,0.1961016935169501,2.4625269403500037e-21
5640,RCL1,0.5271987791311432,0.7291367127496159,5.3817566529482025e-22,-0.5945537343772156,0.03574243196116837,2.5652712089799413e-21
4193,MYO5A,0.4068491580080944,0.7289892473118278,5.536924984890584e-22,0.300937204581607,0.44090576361923794,2.637626506200618e-21
6477,SP100,0.5774761091036067,0.7289462365591397,5.582999893921778e-22,0.3798584858554267,0.42241303513368755,2.657956492407556e-21
6461,SOAT1,0.44296646484246915,0.7289339477726574,5.596232808698615e-22,0.5729478905635579,0.6388298014875846,2.6610172054492742e-21
849,C8orf82,0.42653383113642274,0.7289339477726574,5.596232808698615e-22,0.032652990565338436,0.16992353709188643,2.6610172054492742e-21
6370,SMARCA5,0.376690477340732,0.728921658986175,5.6094963633393e-22,-1.228111234653717,0.0007528573454957632,2.6657035573535848e-21
938,CASP8,0.46404331357091266,0.728816110932545,5.724688522884677e-22,0.47078971810183334,0.4985166955272342,2.7187925698848782e-21
