gene,category,ensemblGeneId,classification
RNY4P29,3,ENSG00000222733,misc_RNA
RNY4P20,2,ENSG00000252487,misc_RNA
RNY4P3,3,ENSG00000202124,misc_RNA
RNY4P24,2,ENSG00000199605,misc_RNA
RNY4P30,3,ENSG00000222148,misc_RNA
RNY4P36,2,ENSG00000212418,misc_RNA
RNY4P27,2,ENSG00000200211,misc_RNA
RNY4P34,2,ENSG00000201649,misc_RNA
RNY4P9,2,ENSG00000200064,misc_RNA
RNY4P37,3,ENSG00000252034,misc_RNA
RNY4P6,2,ENSG00000200537,misc_RNA
RNY4P7,2,ENSG00000201470,misc_RNA
ROBO2P1,2,ENSG00000229478,processed_pseudogene
RO60,0,ENSG00000116747,protein_coding
ROBO3,1,ENSG00000154134,protein_coding
ROBO4,1,ENSG00000154133,protein_coding
ROCK1P1,1,ENSG00000263006,transcribed_unprocessed_pseudogene
ROCK1,1,ENSG00000067900,protein_coding
ROBO1,1,ENSG00000169855,protein_coding
ROM1,1,ENSG00000149489,protein_coding
ROBO2,1,ENSG00000185008,protein_coding
ROCK2,1,ENSG00000134318,protein_coding
ROCR,1,ENSG00000228639,lncRNA
ROMO1,0,ENSG00000125995,protein_coding
ROPN1L,1,ENSG00000145491,protein_coding
ROPN1L-AS1,2,ENSG00000250600,lncRNA
ROPN1,1,ENSG00000065371,protein_coding
ROGDI,0,ENSG00000067836,protein_coding
ROR1,1,ENSG00000185483,protein_coding
ROPN1B,1,ENSG00000114547,protein_coding
ROR2,0,ENSG00000169071,protein_coding
RORA-AS2,1,ENSG00000259482,lncRNA
RORA-AS1,1,ENSG00000245534,lncRNA
RORB-AS1,1,ENSG00000224825,lncRNA
ROR1-AS1,1,ENSG00000223949,lncRNA
RORC,1,ENSG00000143365,protein_coding
RORA,1,ENSG00000069667,protein_coding
RP1,1,ENSG00000104237,protein_coding
RP1L1,1,ENSG00000183638,protein_coding
RP2,0,ENSG00000102218,protein_coding
RP9P,1,ENSG00000205763,transcribed_unprocessed_pseudogene
ROS1,1,ENSG00000047936,protein_coding
RPA1,0,ENSG00000132383,protein_coding
RPA2P1,2,ENSG00000258392,processed_pseudogene
RPA2P2,2,ENSG00000226466,processed_pseudogene
RPA2P3,1,ENSG00000255547,processed_pseudogene
RPA3,0,ENSG00000106399,protein_coding
RPAIN,0,ENSG00000129197,protein_coding
RPAP1,0,ENSG00000103932,protein_coding
RORB,1,ENSG00000198963,protein_coding
RPAP2P1,1,ENSG00000270874,processed_pseudogene
RPAP2,0,ENSG00000122484,protein_coding
RPAP3,0,ENSG00000005175,protein_coding
RPARP-AS1,1,ENSG00000269609,lncRNA
RPE65,1,ENSG00000116745,protein_coding
RP9,0,ENSG00000164610,protein_coding
RPEL1,1,ENSG00000235376,protein_coding
RPEP1,1,ENSG00000250732,processed_pseudogene
RPEP2,2,ENSG00000234158,processed_pseudogene
RPEP3,1,ENSG00000230833,processed_pseudogene
RPEP5,2,ENSG00000234732,processed_pseudogene
RPEP6,1,ENSG00000257075,processed_pseudogene
RPF1,0,ENSG00000117133,protein_coding
RPA2,0,ENSG00000117748,protein_coding
RPEP4,1,ENSG00000233010,processed_pseudogene
RPF2P1,2,ENSG00000225357,processed_pseudogene
RPF2P2,2,ENSG00000250693,processed_pseudogene
RPA4,1,ENSG00000204086,protein_coding
RPGRIP1,1,ENSG00000092200,protein_coding
RPF2,0,ENSG00000197498,protein_coding
RPGR,1,ENSG00000156313,protein_coding
RPIA,0,ENSG00000153574,protein_coding
RPGRIP1L,1,ENSG00000103494,protein_coding
RPIAP1,1,ENSG00000267597,processed_pseudogene
RPL10A,0,ENSG00000198755,protein_coding
RPH3AL,1,ENSG00000181031,protein_coding
RPH3A,1,ENSG00000089169,protein_coding
RPL10AP2,2,ENSG00000188873,processed_pseudogene
RPL10AP1,1,ENSG00000244691,processed_pseudogene
RPL10,0,ENSG00000147403,protein_coding
RPL10AP3,2,ENSG00000215264,processed_pseudogene
RPL10AP5,2,ENSG00000235467,processed_pseudogene
RPL10AP6,1,ENSG00000226360,processed_pseudogene
RPL10L,2,ENSG00000165496,protein_coding
RPL10P1,1,ENSG00000217026,processed_pseudogene
RPL10P11,2,ENSG00000230853,processed_pseudogene
RPL10P10,2,ENSG00000216347,processed_pseudogene
RPL10P12,1,ENSG00000234040,processed_pseudogene
RPL10P13,1,ENSG00000258245,processed_pseudogene
RPL10P14,2,ENSG00000260031,processed_pseudogene
RPL10P15,1,ENSG00000267119,processed_pseudogene
RPL10P16,1,ENSG00000178464,processed_pseudogene
RPL10P17,2,ENSG00000225196,processed_pseudogene
RPL10P19,1,ENSG00000233609,transcribed_processed_pseudogene
RPL10P2,2,ENSG00000174572,processed_pseudogene
RPL10P3,1,ENSG00000230734,processed_pseudogene
RPL10P4,2,ENSG00000238003,processed_pseudogene
RPL10P5,2,ENSG00000235644,processed_pseudogene
RPL10P6,2,ENSG00000230076,processed_pseudogene
RPL10P7,2,ENSG00000242052,processed_pseudogene
RPL10P8,2,ENSG00000254012,processed_pseudogene
RPL10P9,1,ENSG00000233913,processed_pseudogene
RPL11P3,1,ENSG00000213613,processed_pseudogene
RPL11,0,ENSG00000142676,protein_coding
RPL11P4,1,ENSG00000184111,processed_pseudogene
RPL11P5,2,ENSG00000242137,processed_pseudogene
RPL12P1,1,ENSG00000204194,processed_pseudogene
RPL12P10,1,ENSG00000226279,processed_pseudogene
RPL10P18,2,ENSG00000253995,processed_pseudogene
RPL12P11,1,ENSG00000232493,processed_pseudogene
RPL12P13,1,ENSG00000172746,unprocessed_pseudogene
RPL12P14,2,ENSG00000224321,processed_pseudogene
RPL12P16,1,ENSG00000204196,transcribed_processed_pseudogene
RPL12P15,1,ENSG00000230993,processed_pseudogene
RPL12,0,ENSG00000197958,protein_coding
RPL12P18,2,ENSG00000213400,processed_pseudogene
RPL12P19,2,ENSG00000226972,processed_pseudogene
RPL12P2,2,ENSG00000216412,processed_pseudogene
RPE,0,ENSG00000197713,protein_coding
RPL12P12,1,ENSG00000236992,processed_pseudogene
RPL12P17,2,ENSG00000224839,processed_pseudogene
RPL12P21,1,ENSG00000242683,processed_pseudogene
RPL12P23,1,ENSG00000218716,processed_pseudogene
RPL12P24,1,ENSG00000243601,processed_pseudogene
RPL12P26,2,ENSG00000236171,processed_pseudogene
RPL12P27,2,ENSG00000237169,processed_pseudogene
RPL12P29,1,ENSG00000233189,processed_pseudogene
RPL12P3,2,ENSG00000233106,processed_pseudogene
RPL12P30,1,ENSG00000242353,processed_pseudogene
RPL12P31,1,ENSG00000241228,processed_pseudogene
RPL12P32,2,ENSG00000242314,processed_pseudogene
RPL12P33,2,ENSG00000244585,processed_pseudogene
RPL12P34,2,ENSG00000229824,processed_pseudogene
RPL12P35,1,ENSG00000243007,processed_pseudogene
RPL12P36,2,ENSG00000242423,processed_pseudogene
RPL12P37,1,ENSG00000240270,processed_pseudogene
RPL12P38,1,ENSG00000213228,transcribed_processed_pseudogene
RPL12P39,2,ENSG00000237314,transcribed_processed_pseudogene
RPL12P4,1,ENSG00000185834,processed_pseudogene
RPL12P40,2,ENSG00000243516,processed_pseudogene
RPL12P41,2,ENSG00000269637,processed_pseudogene
RPL12P42,1,ENSG00000213253,processed_pseudogene
RPL12P43,2,ENSG00000234524,processed_pseudogene
RPL12P44,1,ENSG00000227123,processed_pseudogene
RPL12P45,2,ENSG00000233940,processed_pseudogene
RPL12P46,2,ENSG00000255903,processed_pseudogene
RPL12P20,1,ENSG00000239627,processed_pseudogene
RPL12P22,2,ENSG00000253109,processed_pseudogene
RPL12P48,2,ENSG00000270865,processed_pseudogene
RPL12P49,2,ENSG00000230180,processed_pseudogene
RPL12P5,2,ENSG00000243855,processed_pseudogene
RPL12P25,1,ENSG00000235330,transcribed_processed_pseudogene
RPL12P28,1,ENSG00000240180,processed_pseudogene
RPL12P50,3,ENSG00000270916,processed_pseudogene
RPL12P6,1,ENSG00000243824,processed_pseudogene
RPL12P7,1,ENSG00000242941,processed_pseudogene
RPL12P8,2,ENSG00000219932,processed_pseudogene
RPL12P47,2,ENSG00000219222,processed_pseudogene
RPL13AP,2,ENSG00000231301,processed_pseudogene
RPL13AP12,1,ENSG00000236047,processed_pseudogene
RPL13A,0,ENSG00000142541,protein_coding
RPL13AP19,1,ENSG00000228754,processed_pseudogene
RPL13AP2,2,ENSG00000244053,processed_pseudogene
RPL13AP20,1,ENSG00000234498,processed_pseudogene
RPL13AP23,2,ENSG00000242990,processed_pseudogene
RPL13AP25,1,ENSG00000136149,processed_pseudogene
RPL13AP3,1,ENSG00000177350,transcribed_processed_pseudogene
RPL12P9,1,ENSG00000232687,processed_pseudogene
RPL13AP6,1,ENSG00000234118,processed_pseudogene
RPL13AP7,1,ENSG00000213885,transcribed_processed_pseudogene
RPL13P,2,ENSG00000213916,processed_pseudogene
RPL13,0,ENSG00000167526,protein_coding
RPL13AP17,1,ENSG00000231322,transcribed_processed_pseudogene
RPL13P12,1,ENSG00000215030,processed_pseudogene
RPL13P2,2,ENSG00000213820,processed_pseudogene
RPL13P4,1,ENSG00000241890,processed_pseudogene
RPL13P5,1,ENSG00000240370,transcribed_processed_pseudogene
RPL13P6,1,ENSG00000213176,processed_pseudogene
RPL14P1,1,ENSG00000139239,processed_pseudogene
RPL14,0,ENSG00000188846,protein_coding
RPL14P3,1,ENSG00000241923,processed_pseudogene
RPL14P5,2,ENSG00000292328,processed_pseudogene
RPL15P13,2,ENSG00000226428,processed_pseudogene
RPL15P14,1,ENSG00000226701,processed_pseudogene
RPL15,0,ENSG00000174748,protein_coding
RPL15P18,1,ENSG00000228501,processed_pseudogene
RPL15P20,2,ENSG00000215003,processed_pseudogene
RPL15P21,2,ENSG00000244753,processed_pseudogene
RPL13AP5,1,ENSG00000236552,processed_pseudogene
RPL15P3,1,ENSG00000212802,processed_pseudogene
RPL15P4,1,ENSG00000225499,processed_pseudogene
RPL15P5,1,ENSG00000233045,processed_pseudogene
RPL14P6,1,ENSG00000185631,processed_pseudogene
RPL15P1,2,ENSG00000227343,processed_pseudogene
RPL17,1,ENSG00000265681,protein_coding
RPL17P10,1,ENSG00000224672,processed_pseudogene
RPL17P11,1,ENSG00000233445,processed_pseudogene
RPL17P12,2,ENSG00000230559,processed_pseudogene
RPL15P2,2,ENSG00000240914,processed_pseudogene
RPL17P13,1,ENSG00000223604,processed_pseudogene
RPL17P14,1,ENSG00000226297,processed_pseudogene
RPL17P15,1,ENSG00000229326,processed_pseudogene
RPL17P2,2,ENSG00000242135,processed_pseudogene
RPL17-C18orf32,1,ENSG00000215472,protein_coding
RPL17P1,2,ENSG00000229500,processed_pseudogene
RPL17P22,1,ENSG00000243592,processed_pseudogene
RPL17P25,1,ENSG00000219547,processed_pseudogene
RPL17P26,2,ENSG00000216854,processed_pseudogene
RPL17P3,2,ENSG00000271705,unprocessed_pseudogene
RPL17P17,1,ENSG00000223409,processed_pseudogene
RPL17P34,1,ENSG00000213432,processed_pseudogene
RPL17P35,2,ENSG00000233900,processed_pseudogene
RPL17P36,2,ENSG00000236058,processed_pseudogene
RPL17P37,2,ENSG00000241590,processed_pseudogene
RPL17P19,1,ENSG00000241261,processed_pseudogene
RPL17P41,2,ENSG00000213179,processed_pseudogene
RPL17P20,2,ENSG00000241250,processed_pseudogene
RPL17P44,2,ENSG00000241088,processed_pseudogene
RPL17P45,2,ENSG00000267664,processed_pseudogene
RPL17P46,2,ENSG00000239689,processed_pseudogene
RPL17P49,2,ENSG00000231211,processed_pseudogene
RPL17P33,1,ENSG00000243844,processed_pseudogene
RPL17P50,1,ENSG00000213700,processed_pseudogene
RPL17P51,2,ENSG00000271429,processed_pseudogene
RPL18AP14,1,ENSG00000223733,processed_pseudogene
RPL18A,0,ENSG00000105640,protein_coding
RPL18,0,ENSG00000063177,protein_coding
RPL18AP16,2,ENSG00000237793,processed_pseudogene
RPL18AP17,2,ENSG00000227952,processed_pseudogene
RPL18AP2,1,ENSG00000225043,processed_pseudogene
RPL18AP3,1,ENSG00000213442,processed_pseudogene
RPL17P40,1,ENSG00000241067,processed_pseudogene
RPL17P43,1,ENSG00000228331,processed_pseudogene
RPL18AP7,1,ENSG00000232439,processed_pseudogene
RPL18AP8,2,ENSG00000218754,processed_pseudogene
RPL18P1,2,ENSG00000242417,processed_pseudogene
RPL18P10,1,ENSG00000214359,processed_pseudogene
RPL18P13,1,ENSG00000244485,processed_pseudogene
RPL19P1,2,ENSG00000226217,processed_pseudogene
RPL19,0,ENSG00000108298,protein_coding
RPL19P13,2,ENSG00000239315,processed_pseudogene
RPL19P16,2,ENSG00000236762,processed_pseudogene
RPL18AP15,2,ENSG00000236189,processed_pseudogene
RPL19P18,2,ENSG00000241654,processed_pseudogene
RPL19P20,2,ENSG00000229168,processed_pseudogene
RPL19P21,2,ENSG00000230508,processed_pseudogene
RPL19P4,2,ENSG00000226915,processed_pseudogene
RPL19P5,2,ENSG00000230580,processed_pseudogene
RPL18P11,2,ENSG00000213307,processed_pseudogene
RPL21P1,1,ENSG00000214760,processed_pseudogene
RPL21,0,ENSG00000122026,protein_coding
RPL21P10,1,ENSG00000239272,processed_pseudogene
RPL21P103,2,ENSG00000241423,processed_pseudogene
RPL21P104,2,ENSG00000242922,processed_pseudogene
RPL21P107,2,ENSG00000225239,processed_pseudogene
RPL19P11,2,ENSG00000241668,processed_pseudogene
RPL21P109,1,ENSG00000237816,processed_pseudogene
RPL21P11,2,ENSG00000242571,processed_pseudogene
RPL19P14,1,ENSG00000240870,processed_pseudogene
RPL21P110,2,ENSG00000226617,processed_pseudogene
RPL21P116,2,ENSG00000243711,processed_pseudogene
RPL21P112,2,ENSG00000237924,processed_pseudogene
RPL21P111,2,ENSG00000237109,processed_pseudogene
RPL21P12,2,ENSG00000259535,processed_pseudogene
RPL21P119,2,ENSG00000220793,processed_pseudogene
RPL21P120,2,ENSG00000244582,processed_pseudogene
RPL21P121,1,ENSG00000237382,processed_pseudogene
RPL21P123,1,ENSG00000240531,transcribed_processed_pseudogene
RPL21P126,2,ENSG00000242320,processed_pseudogene
RPL21P127,2,ENSG00000243720,processed_pseudogene
RPL21P129,2,ENSG00000242636,processed_pseudogene
RPL21P13,1,ENSG00000242837,processed_pseudogene
RPL21P131,2,ENSG00000232429,processed_pseudogene
RPL21P132,2,ENSG00000183911,processed_pseudogene
RPL21P134,1,ENSG00000233254,processed_pseudogene
RPL21P135,1,ENSG00000235482,processed_pseudogene
RPL21P106,1,ENSG00000239201,processed_pseudogene
RPL21P136,2,ENSG00000271215,processed_pseudogene
RPL21P16,1,ENSG00000220842,processed_pseudogene
RPL21P108,2,ENSG00000232701,processed_pseudogene
RPL21P17,2,ENSG00000214073,processed_pseudogene
RPL21P18,2,ENSG00000213343,processed_pseudogene
RPL21P2,2,ENSG00000215063,processed_pseudogene
RPL21P24,2,ENSG00000229554,processed_pseudogene
RPL21P23,1,ENSG00000236776,processed_pseudogene
RPL21P3,1,ENSG00000225419,processed_pseudogene
RPL21P30,1,ENSG00000235937,processed_pseudogene
RPL21P31,1,ENSG00000227187,processed_pseudogene
RPL21P32,1,ENSG00000224019,processed_pseudogene
RPL21P34,2,ENSG00000238180,processed_pseudogene
RPL21P33,2,ENSG00000237024,processed_pseudogene
RPL21P36,2,ENSG00000233752,processed_pseudogene
RPL21P38,2,ENSG00000233934,processed_pseudogene
RPL21P39,1,ENSG00000239797,processed_pseudogene
RPL21P4,1,ENSG00000240828,processed_pseudogene
RPL21P40,2,ENSG00000235670,processed_pseudogene
RPL21P42,1,ENSG00000240068,processed_pseudogene
RPL21P43,1,ENSG00000231688,processed_pseudogene
RPL21P44,1,ENSG00000229585,processed_pseudogene
RPL21P5,1,ENSG00000258640,processed_pseudogene
RPL21P133,2,ENSG00000236509,processed_pseudogene
RPL21P50,2,ENSG00000228489,processed_pseudogene
RPL21P54,1,ENSG00000241829,processed_pseudogene
RPL21P28,1,ENSG00000220749,processed_pseudogene
RPL21P65,1,ENSG00000216977,processed_pseudogene
RPL21P6,2,ENSG00000239199,processed_pseudogene
RPL21P66,2,ENSG00000225343,processed_pseudogene
RPL21P7,2,ENSG00000258613,processed_pseudogene
RPL21P67,2,ENSG00000219776,processed_pseudogene
RPL21P8,1,ENSG00000180662,processed_pseudogene
RPL21P75,1,ENSG00000213860,processed_pseudogene
RPL21P88,1,ENSG00000238263,processed_pseudogene
RPL21P89,1,ENSG00000229870,processed_pseudogene
RPL21P41,2,ENSG00000214560,processed_pseudogene
RPL21P9,2,ENSG00000258618,processed_pseudogene
RPL21P90,1,ENSG00000227805,processed_pseudogene
RPL21P47,2,ENSG00000241344,processed_pseudogene
RPL21P92,2,ENSG00000225922,processed_pseudogene
RPL21P93,1,ENSG00000229605,processed_pseudogene
RPL22,0,ENSG00000116251,protein_coding
RPL22L1,0,ENSG00000163584,protein_coding
RPL22P1,1,ENSG00000213178,processed_pseudogene
RPL21P71,2,ENSG00000239412,processed_pseudogene
RPL22P10,2,ENSG00000213295,processed_pseudogene
RPL22P12,1,ENSG00000216867,processed_pseudogene
RPL22P13,2,ENSG00000242670,processed_pseudogene
RPL22P14,2,ENSG00000218300,processed_pseudogene
RPL22P16,1,ENSG00000213935,processed_pseudogene
RPL22P17,2,ENSG00000235266,processed_pseudogene
RPL22P18,2,ENSG00000230171,processed_pseudogene
RPL21P91,2,ENSG00000224907,processed_pseudogene
RPL22P2,1,ENSG00000241081,processed_pseudogene
RPL22P20,1,ENSG00000239200,processed_pseudogene
RPL22P19,2,ENSG00000241129,transcribed_processed_pseudogene
RPL21P99,1,ENSG00000242986,processed_pseudogene
RPL22P22,2,ENSG00000213653,processed_pseudogene
RPL22P21,1,ENSG00000233979,processed_pseudogene
RPL22P23,1,ENSG00000232379,processed_pseudogene
RPL22P3,1,ENSG00000226457,processed_pseudogene
RPL22P24,1,ENSG00000231084,processed_pseudogene
RPL22P11,2,ENSG00000233707,processed_pseudogene
RPL22P5,2,ENSG00000268074,processed_pseudogene
RPL22P6,2,ENSG00000268993,processed_pseudogene
RPL22P7,2,ENSG00000234559,processed_pseudogene
RPL22P8,2,ENSG00000237745,processed_pseudogene
RPL23AP10,1,ENSG00000240051,processed_pseudogene
RPL23AP1,1,ENSG00000239257,transcribed_processed_pseudogene
RPL23,0,ENSG00000125691,protein_coding
RPL23A,0,ENSG00000198242,protein_coding
RPL23AP11,1,ENSG00000230988,processed_pseudogene
RPL23AP12,2,ENSG00000228861,processed_pseudogene
RPL22P4,2,ENSG00000225483,processed_pseudogene
RPL23AP15,1,ENSG00000230841,processed_pseudogene
RPL23AP17,1,ENSG00000215893,processed_pseudogene
RPL23AP16,2,ENSG00000228190,processed_pseudogene
RPL23AP20,2,ENSG00000235990,processed_pseudogene
RPL23AP2,1,ENSG00000225067,processed_pseudogene
RPL23AP22,1,ENSG00000237213,processed_pseudogene
RPL23AP23,1,ENSG00000236863,processed_pseudogene
RPL23AP14,1,ENSG00000224438,processed_pseudogene
RPL23AP18,1,ENSG00000225338,processed_pseudogene
RPL23AP24,2,ENSG00000236679,processed_pseudogene
RPL23AP19,2,ENSG00000229716,processed_pseudogene
RPL23AP28,2,ENSG00000226331,processed_pseudogene
RPL23AP27,2,ENSG00000225669,processed_pseudogene
RPL23AP29,2,ENSG00000214024,processed_pseudogene
RPL23AP25,1,ENSG00000233084,processed_pseudogene
RPL23AP3,1,ENSG00000214914,processed_pseudogene
RPL23AP26,2,ENSG00000228884,processed_pseudogene
RPL23AP30,1,ENSG00000226658,processed_pseudogene
RPL23AP31,2,ENSG00000232625,processed_pseudogene
RPL23AP32,1,ENSG00000237887,processed_pseudogene
RPL23AP33,2,ENSG00000237824,processed_pseudogene
RPL23AP35,1,ENSG00000232568,processed_pseudogene
RPL23AP34,1,ENSG00000225991,processed_pseudogene
RPL23AP36,1,ENSG00000225124,processed_pseudogene
RPL23AP37,2,ENSG00000236148,processed_pseudogene
RPL23AP38,2,ENSG00000184423,processed_pseudogene
RPL23AP39,2,ENSG00000214074,processed_pseudogene
RPL23AP40,1,ENSG00000242321,processed_pseudogene
RPL23AP41,2,ENSG00000224085,processed_pseudogene
RPL23AP42,1,ENSG00000234851,processed_pseudogene
RPL23AP43,1,ENSG00000227337,processed_pseudogene
RPL23AP44,2,ENSG00000244088,processed_pseudogene
RPL23AP45,2,ENSG00000213285,processed_pseudogene
RPL23AP46,2,ENSG00000213122,processed_pseudogene
RPL23AP47,1,ENSG00000219814,processed_pseudogene
RPL23AP48,2,ENSG00000219135,processed_pseudogene
RPL23AP4,2,ENSG00000212932,processed_pseudogene
RPL23AP49,1,ENSG00000243422,transcribed_processed_pseudogene
RPL23AP52,1,ENSG00000230370,processed_pseudogene
RPL23AP53,1,ENSG00000223508,transcribed_processed_pseudogene
RPL23AP54,2,ENSG00000240486,processed_pseudogene
RPL23AP55,1,ENSG00000243265,processed_pseudogene
RPL23AP56,2,ENSG00000244413,processed_pseudogene
RPL23AP57,1,ENSG00000206147,processed_pseudogene
RPL23AP58,1,ENSG00000228657,processed_pseudogene
RPL23AP59,2,ENSG00000215002,processed_pseudogene
RPL23AP50,1,ENSG00000232778,processed_pseudogene
RPL23AP6,2,ENSG00000214835,processed_pseudogene
RPL23AP60,1,ENSG00000213147,processed_pseudogene
RPL23AP61,2,ENSG00000280012,processed_pseudogene
RPL23AP62,2,ENSG00000213233,processed_pseudogene
RPL23AP63,2,ENSG00000243721,processed_pseudogene
RPL23AP64,1,ENSG00000240970,processed_pseudogene
RPL23AP65,2,ENSG00000243964,processed_pseudogene
RPL23AP66,1,ENSG00000243141,processed_pseudogene
RPL23AP67,1,ENSG00000240991,processed_pseudogene
RPL23AP69,2,ENSG00000235315,processed_pseudogene
RPL23AP70,1,ENSG00000241052,processed_pseudogene
RPL23AP71,2,ENSG00000237450,processed_pseudogene
RPL23AP72,1,ENSG00000239840,processed_pseudogene
RPL23AP73,2,ENSG00000244283,processed_pseudogene
RPL23AP7,1,ENSG00000291064,lncRNA
RPL23AP74,1,ENSG00000227694,processed_pseudogene
RPL23AP75,2,ENSG00000240125,processed_pseudogene
RPL23AP76,2,ENSG00000226156,processed_pseudogene
RPL23AP77,1,ENSG00000267301,processed_pseudogene
RPL23AP78,2,ENSG00000269244,processed_pseudogene
RPL23AP8,2,ENSG00000241582,processed_pseudogene
RPL23AP80,2,ENSG00000213035,processed_pseudogene
RPL23AP81,1,ENSG00000242748,transcribed_processed_pseudogene
RPL23AP82,1,ENSG00000184319,transcribed_unprocessed_pseudogene
RPL23AP68,2,ENSG00000242850,processed_pseudogene
RPL23AP83,1,ENSG00000234135,processed_pseudogene
RPL23AP84,2,ENSG00000261914,processed_pseudogene
RPL23AP85,1,ENSG00000224980,processed_pseudogene
RPL23AP87,1,ENSG00000232938,transcribed_processed_pseudogene
RPL23AP88,2,ENSG00000271153,transcribed_processed_pseudogene
RPL23AP89,2,ENSG00000227875,processed_pseudogene
RPL23AP90,1,ENSG00000271415,processed_pseudogene
RPL23AP93,2,ENSG00000232873,processed_pseudogene
RPL23AP94,2,ENSG00000248439,processed_pseudogene
RPL23AP95,1,ENSG00000236848,processed_pseudogene
RPL23AP96,2,ENSG00000250752,processed_pseudogene
RPL23AP97,1,ENSG00000260615,processed_pseudogene
RPL23P10,2,ENSG00000244708,processed_pseudogene
RPL23P2,1,ENSG00000176054,processed_pseudogene
RPL23P11,2,ENSG00000226407,processed_pseudogene
RPL23P4,2,ENSG00000223903,processed_pseudogene
RPL23P8,2,ENSG00000219451,processed_pseudogene
RPL23AP86,1,ENSG00000262959,processed_pseudogene
RPL24P2,1,ENSG00000235065,processed_pseudogene
RPL24P4,1,ENSG00000181524,processed_pseudogene
RPL24P7,2,ENSG00000215016,processed_pseudogene
RPL24P8,1,ENSG00000236801,processed_pseudogene
RPL24,0,ENSG00000114391,protein_coding
RPL23AP91,2,ENSG00000260965,processed_pseudogene
RPL23AP92,1,ENSG00000270723,processed_pseudogene
RPL26L1,0,ENSG00000037241,protein_coding
RPL26P13,2,ENSG00000213495,processed_pseudogene
RPL26P15,1,ENSG00000233829,processed_pseudogene
RPL26P19,1,ENSG00000226221,processed_pseudogene
RPL26,0,ENSG00000161970,protein_coding
RPL26P20,2,ENSG00000219722,processed_pseudogene
RPL26P28,1,ENSG00000223987,processed_pseudogene
RPL26P29,1,ENSG00000234806,processed_pseudogene
RPL26P3,1,ENSG00000240179,processed_pseudogene
RPL26P30,1,ENSG00000236264,transcribed_processed_pseudogene
RPL26P34,2,ENSG00000225404,processed_pseudogene
RPL26P35,1,ENSG00000244229,processed_pseudogene
RPL26P37,2,ENSG00000235175,processed_pseudogene
RPL26P6,1,ENSG00000229659,processed_pseudogene
RPL26P9,1,ENSG00000226128,processed_pseudogene
RPL27,0,ENSG00000131469,protein_coding
RPL27AP,2,ENSG00000215467,processed_pseudogene
RPL26P26,1,ENSG00000242595,processed_pseudogene
RPL26P27,1,ENSG00000226493,processed_pseudogene
RPL27A,0,ENSG00000166441,protein_coding
RPL27AP3,2,ENSG00000236667,processed_pseudogene
RPL27AP8,2,ENSG00000229423,processed_pseudogene
RPL27P12,1,ENSG00000239215,processed_pseudogene
RPL27P7,2,ENSG00000233741,processed_pseudogene
RPL27P8,1,ENSG00000237041,processed_pseudogene
RPL29P11,1,ENSG00000224858,processed_pseudogene
RPL26P31,2,ENSG00000242807,processed_pseudogene
RPL29,0,ENSG00000162244,protein_coding
RPL29P12,1,ENSG00000224993,processed_pseudogene
RPL28,0,ENSG00000108107,protein_coding
RPL29P14,1,ENSG00000241112,processed_pseudogene
RPL29P19,1,ENSG00000224594,processed_pseudogene
RPL29P2,2,ENSG00000240480,transcribed_processed_pseudogene
RPL29P22,1,ENSG00000239924,processed_pseudogene
RPL29P24,1,ENSG00000241030,processed_pseudogene
RPL29P25,1,ENSG00000241286,processed_pseudogene
RPL29P28,2,ENSG00000232378,processed_pseudogene
RPL29P29,2,ENSG00000225289,processed_pseudogene
RPL29P30,2,ENSG00000235420,transcribed_processed_pseudogene
RPL29P32,1,ENSG00000242945,processed_pseudogene
RPL27AP5,2,ENSG00000182383,processed_pseudogene
RPL29P7,1,ENSG00000213063,processed_pseudogene
RPL29P33,1,ENSG00000257074,processed_pseudogene
RPL3,0,ENSG00000100316,protein_coding
RPL30P10,2,ENSG00000243050,processed_pseudogene
RPL30P11,1,ENSG00000244573,transcribed_processed_pseudogene
RPL29P23,2,ENSG00000241950,processed_pseudogene
RPL30P12,2,ENSG00000240631,processed_pseudogene
RPL30P13,2,ENSG00000229014,processed_pseudogene
RPL30P14,2,ENSG00000243256,processed_pseudogene
RPL30P15,2,ENSG00000233357,processed_pseudogene
RPL29P3,1,ENSG00000243730,processed_pseudogene
RPL30P16,2,ENSG00000230169,processed_pseudogene
RPL30P2,1,ENSG00000234272,processed_pseudogene
RPL30P1,2,ENSG00000225713,processed_pseudogene
RPL30P3,2,ENSG00000223640,processed_pseudogene
RPL30P4,2,ENSG00000237676,processed_pseudogene
RPL30P5,2,ENSG00000239525,processed_pseudogene
RPL30,0,ENSG00000156482,protein_coding
RPL30P6,2,ENSG00000242936,processed_pseudogene
RPL30P7,2,ENSG00000244361,processed_pseudogene
RPL30P9,2,ENSG00000242709,processed_pseudogene
RPL31P11,1,ENSG00000213075,transcribed_processed_pseudogene
RPL31P12,2,ENSG00000227207,processed_pseudogene
RPL31P13,2,ENSG00000228646,processed_pseudogene
RPL31P14,2,ENSG00000237930,processed_pseudogene
RPL31,0,ENSG00000071082,protein_coding
RPL31P15,2,ENSG00000232430,processed_pseudogene
RPL31P16,2,ENSG00000233159,processed_pseudogene
RPL31P2,1,ENSG00000230837,processed_pseudogene
RPL31P28,2,ENSG00000219863,processed_pseudogene
RPL31P3,2,ENSG00000237929,processed_pseudogene
