AC003002.2	1
AC003002.3	2
AC003005.1	1
AC003005.2	1
AC003006.1	1
AC003009.1	2
AC003035.1	1
AC003035.2	1
AC003043.1	2
AC003043.2	2
AC003043.3	1
AC003044.1	1
AC003070.1	1
AC003070.2	2
AC003070.7	3
AC003071.1	2
AC003072.1	1
AC003072.2	2
AC003077.1	1
AC003080.1	1
AC003084.1	2
AC003086.1	1
AC003087.1	2
AC003092.1	1
AC003092.2	2
AC003093.1	1
AC003098.1	2
AC003101.1	1
AC003101.2	1
AC003101.3	1
AC003102.1	1
AC003109.1	3
AC003657.1	2
AC003657.2	2
AC003659.1	2
AC003666.1	2
AC003669.1	2
AC003681.1	1
AC003682.1	2
AC003684.1	1
AC003685.1	2
AC003685.2	2
AC003686.1	2
AC003687.1	2
AC003688.1	2
AC003688.2	1
AC003688.3	2
AC003950.1	2
AC003956.1	2
AC003957.1	1
AC003958.1	2
AC003958.2	1
AC003965.1	1
AC003965.2	2
AC003973.1	1
AC003973.2	1
AC003975.1	1
AC003982.1	2
AC003984.1	2
AC003985.1	2
AC003986.1	2
AC003986.2	1
AC003986.3	2
AC003988.1	2
AC003989.1	1
AC003989.2	1
AC003991.1	1
AC003991.2	1
AC003992.1	1
AC004000.1	1
AC004004.1	2
AC004006.1	2
AC004009.1	2
AC004009.2	2
AC004009.3	2
AC004012.1	1
AC004014.1	2
AC004014.2	1
AC004022.1	2
AC004022.2	2
AC004023.1	1
AC004024.1	1
AC004034.1	1
AC004039.1	1
AC004047.1	1
AC004052.1	2
AC004053.1	2
AC004054.1	2
AC004057.1	1
AC004062.1	2
AC004063.1	1
AC004066.1	1
AC004067.1	1
AC004069.1	1
AC004069.2	1
AC004069.3	2
AC004074.1	2
AC004076.1	1
AC004076.2	1
AC004079.1	2
AC004079.3	2
AC004079.4	2
AC004079.5	1
AC004080.1	2
AC004080.10	2
AC004080.11	2
AC004080.12	2
AC004080.13	2
AC004080.14	2
AC004080.15	2
AC004080.16	2
AC004080.17	2
AC004080.2	1
AC004080.3	2
AC004080.4	2
AC004080.5	2
AC004080.6	1
AC004080.7	2
AC004080.8	2
AC004083.1	1
AC004112.1	1
AC004125.1	3
AC004129.1	2
AC004129.2	2
AC004129.3	2
AC004129.4	2
AC004130.2	1
AC004134.1	1
AC004147.1	1
AC004147.2	1
AC004147.3	2
AC004147.4	1
AC004147.5	1
AC004148.1	1
AC004156.1	1
AC004158.1	1
AC004160.1	1
AC004160.2	1
AC004217.1	1
AC004217.2	1
AC004221.1	2
AC004223.1	1
AC004223.2	1
AC004223.3	1
AC004223.4	1
AC004224.1	1
AC004224.2	1
AC004231.1	1
AC004231.3	2
AC004232.1	1
AC004232.2	1
AC004233.1	1
AC004233.2	1
AC004233.3	1
AC004241.1	1
AC004241.2	1
AC004241.3	1
AC004241.4	1
AC004241.5	1
AC004253.1	1
AC004253.2	2
AC004257.1	1
AC004263.1	1
AC004263.2	1
AC004264.1	1
AC004264.2	1
AC004381.1	1
AC004381.2	2
AC004381.3	1
AC004381.4	1
AC004383.1	1
AC004386.1	2
AC004386.2	2
AC004386.3	2
AC004386.4	1
AC004386.5	2
AC004386.6	2
AC004408.1	2
AC004408.2	1
AC004415.1	2
AC004448.1	2
AC004448.2	2
AC004448.3	2
AC004448.5	2
AC004449.1	1
AC004453.1	1
AC004453.2	1
AC004461.1	2
AC004461.2	1
AC004461.3	1
AC004464.1	2
AC004466.1	1
AC004466.2	1
AC004466.3	1
AC004467.1	2
AC004470.1	2
AC004470.2	1
AC004471.1	1
AC004471.2	1
AC004477.1	1
AC004477.2	2
AC004477.3	1
AC004485.1	2
AC004486.1	2
AC004490.1	1
AC004491.1	1
AC004492.1	1
AC004494.1	1
AC004494.2	1
AC004522.1	2
AC004522.2	2
AC004522.3	2
AC004522.4	1
AC004522.5	1
AC004522.6	1
AC004528.1	1
AC004528.2	2
AC004540.1	1
AC004540.2	1
AC004542.1	2
AC004542.2	2
AC004542.3	2
AC004542.4	2
AC004542.5	1
AC004542.6	1
AC004543.1	2
AC004549.1	1
AC004551.1	1
AC004552.1	2
AC004554.1	1
AC004554.2	1
AC004562.1	2
AC004584.1	1
AC004584.2	1
AC004584.3	1
AC004585.1	1
AC004585.2	1
AC004590.1	1
AC004593.1	1
AC004593.2	1
AC004594.1	1
AC004596.1	1
AC004597.1	2
AC004623.1	1
AC004637.1	1
AC004664.1	2
AC004672.1	1
AC004672.2	1
AC004674.1	2
AC004674.2	2
AC004678.1	1
AC004678.2	1
AC004687.1	1
AC004687.2	1
AC004687.3	1
AC004690.1	2
AC004690.2	2
AC004691.1	1
AC004691.2	1
AC004692.1	2
AC004692.2	1
AC004696.1	2
AC004696.2	2
AC004702.1	1
AC004704.1	1
AC004706.1	1
AC004706.2	2
AC004706.3	1
AC004707.1	2
AC004707.2	1
AC004765.1	1
AC004771.1	1
AC004771.2	1
AC004771.3	2
AC004771.4	1
AC004774.1	2
AC004774.2	3
AC004774.3	2
AC004775.1	2
AC004777.1	2
AC004784.1	1
AC004788.1	2
AC004790.1	2
AC004790.2	2
AC004792.1	2
AC004797.1	1
AC004801.1	1
AC004801.2	1
AC004801.3	2
AC004801.4	1
AC004801.5	2
AC004801.6	1
AC004801.7	1
AC004803.1	1
AC004805.1	1
AC004805.2	1
AC004805.3	1
AC004808.1	1
AC004808.2	1
AC004812.1	2
AC004812.2	1
AC004815.1	1
AC004816.1	1
AC004816.2	1
AC004817.1	1
AC004817.2	2
AC004817.3	1
AC004817.4	1
AC004817.5	1
AC004825.1	2
AC004825.2	1
AC004825.3	1
AC004828.1	2
AC004828.2	1
AC004830.1	2
AC004830.2	2
AC004832.1	1
AC004832.2	2
AC004832.3	2
AC004832.4	1
AC004832.5	1
AC004832.6	2
AC004834.1	1
AC004835.1	1
AC004835.2	2
AC004836.1	2
AC004837.1	1
AC004837.2	1
AC004837.3	2
AC004837.4	1
AC004839.1	2
AC004839.2	1
AC004840.1	2
AC004840.2	2
AC004846.1	1
AC004846.2	1
AC004847.1	1
AC004849.1	2
AC004852.1	3
AC004852.2	2
AC004852.3	2
AC004854.1	1
AC004854.2	1
AC004858.1	1
AC004862.1	1
AC004863.1	1
AC004865.1	1
AC004865.2	1
AC004866.1	3
AC004866.2	2
AC004869.1	2
AC004869.2	2
AC004870.1	2
AC004870.2	1
AC004870.3	2
AC004870.4	2
AC004875.1	1
AC004877.1	1
AC004877.2	1
AC004879.1	2
AC004879.2	2
AC004882.1	2
AC004882.2	2
AC004882.3	2
AC004882.4	1
AC004884.1	1
AC004884.2	1
AC004888.1	1
AC004890.1	1
AC004890.2	1
AC004890.3	1
AC004893.2	1
AC004895.1	1
AC004898.1	1
AC004899.1	2
AC004899.2	2
AC004900.1	1
AC004908.1	1
AC004908.2	1
AC004908.3	1
AC004909.1	2
AC004910.1	1
AC004911.1	2
AC004912.1	2
AC004917.1	1
AC004918.1	1
AC004918.5	1
AC004920.1	2
AC004921.1	1
AC004921.2	1
AC004922.1	1
AC004923.1	1
AC004923.2	1
AC004923.3	2
AC004923.4	1
AC004925.1	1
AC004930.1	2
AC004936.1	2
AC004938.1	2
AC004938.2	1
AC004941.1	1
AC004941.2	2
AC004943.1	1
AC004943.2	1
AC004943.3	1
AC004944.1	2
AC004945.1	1
AC004946.1	2
AC004946.2	2
AC004947.1	1
AC004947.2	1
AC004947.3	1
AC004948.1	1
AC004949.1	2
AC004951.1	1
AC004951.2	1
AC004951.3	1
AC004951.4	1
AC004965.1	2
AC004966.1	2
AC004967.1	1
AC004967.2	1
AC004969.1	1
AC004972.1	1
AC004973.1	1
AC004974.1	1
AC004975.1	1
AC004975.2	1
AC004980.1	1
AC004980.2	1
AC004980.3	1
AC004980.4	2
AC004980.5	2
AC004982.1	1
AC004982.2	1
AC004986.1	1
AC004987.1	2
AC004987.2	1
AC004987.3	1
AC004988.1	1
AC004990.1	1
AC004997.1	1
AC005000.1	1
AC005000.2	2
AC005002.1	2
AC005002.2	2
AC005005.1	2
AC005005.2	2
AC005005.3	1
AC005005.4	1
AC005006.1	2
AC005008.1	2
AC005008.2	2
AC005009.1	2
AC005011.1	2
AC005013.1	1
AC005014.1	2
AC005014.2	1
AC005014.3	2
AC005014.4	1
AC005019.1	2
AC005019.2	2
AC005020.1	1
AC005020.2	1
AC005021.1	1
AC005034.1	2
AC005034.2	2
AC005034.3	1
AC005034.4	1
AC005034.5	1
AC005034.6	1
AC005034.7	1
AC005037.1	1
AC005037.2	1
AC005040.1	2
AC005040.2	1
AC005041.1	1
AC005041.2	1
AC005041.3	1
AC005041.4	1
AC005041.5	1
AC005042.1	2
AC005042.2	2
AC005045.1	1
AC005045.2	1
AC005046.1	1
AC005046.2	1
AC005049.1	3
AC005050.1	1
AC005050.2	1
AC005050.3	1
AC005052.1	1
AC005052.2	1
AC005062.1	1
AC005064.1	1
AC005064.2	2
AC005064.3	2
AC005066.1	2
AC005070.1	1
AC005070.2	1
AC005070.3	1
AC005071.1	2
AC005071.2	1
AC005072.1	1
AC005076.1	2
AC005076.2	1
AC005076.3	1
AC005077.1	1
AC005077.2	1
AC005077.3	2
AC005077.4	1
AC005081.1	1
AC005082.1	1
AC005082.2	2
AC005083.1	1
AC005084.1	1
AC005086.1	2
AC005086.2	1
AC005086.3	2
AC005086.4	1
AC005086.5	2
AC005088.1	1
AC005089.1	1
AC005090.1	2
AC005091.1	1
AC005094.1	2
AC005096.1	1
AC005099.1	1
AC005100.1	1
AC005100.2	2
AC005102.1	2
AC005104.1	1
AC005104.2	1
AC005104.3	1
AC005105.1	1
AC005144.1	2
AC005153.1	1
AC005154.1	1
AC005154.2	1
AC005154.3	1
AC005154.4	1
AC005154.5	1
AC005156.1	2
AC005160.1	1
AC005162.1	1
AC005162.2	1
AC005165.1	1
AC005165.2	2
AC005165.3	1
AC005176.1	1
AC005176.2	3
AC005178.1	2
AC005180.1	1
AC005180.2	1
AC005181.1	2
AC005183.1	1
AC005185.1	2
AC005189.1	2
AC005191.1	2
AC005197.1	1
AC005208.1	2
AC005209.1	1
AC005219.1	2
AC005220.1	1
AC005224.1	2
AC005224.2	1
AC005224.3	1
AC005225.1	1
AC005225.2	1
AC005225.3	1
AC005225.4	1
AC005229.1	2
AC005229.2	2
AC005229.3	2
AC005229.4	1
AC005229.5	2
AC005230.1	1
AC005232.1	2
AC005234.1	1
AC005234.2	1
AC005237.1	1
AC005237.2	2
AC005244.1	1
AC005244.2	2
AC005252.1	2
AC005252.2	2
AC005252.3	2
AC005252.4	1
AC005253.1	1
AC005253.2	1
AC005255.1	1
AC005256.1	2
AC005258.1	2
AC005258.2	2
AC005261.1	1
AC005261.2	1
AC005261.3	1
AC005261.4	2
AC005261.5	1
AC005262.1	2
AC005262.2	1
AC005264.1	1
AC005274.1	1
AC005277.1	2
AC005277.2	1
AC005280.1	1
AC005280.2	1
AC005280.3	1
AC005281.1	1
AC005288.1	1
AC005291.1	1
AC005291.2	1
AC005293.1	1
AC005294.1	2
AC005296.1	2
AC005297.1	2
AC005297.2	2
AC005297.3	2
AC005300.1	1
AC005301.1	2
AC005301.2	1
AC005303.1	2
AC005304.1	2
AC005304.2	1
AC005304.3	2
AC005306.1	1
AC005307.1	1
AC005323.1	1
AC005323.2	2
AC005324.1	1
AC005324.2	2
AC005324.3	1
AC005324.4	1
AC005324.5	1
AC005324.6	2
AC005326.1	2
AC005329.1	1
AC005329.2	2
AC005329.3	1
AC005330.1	2
AC005332.1	1
AC005332.2	1
AC005332.3	1
AC005332.4	1
AC005332.5	1
AC005332.6	1
AC005332.7	1
AC005336.1	1
AC005336.2	2
AC005336.3	1
AC005339.1	1
AC005341.1	2
AC005342.1	1
AC005342.2	2
AC005343.1	1
AC005343.4	2
AC005344.1	1
AC005345.1	2
AC005351.1	1
AC005355.1	2
AC005355.2	1
AC005357.1	2
AC005357.2	2
AC005358.1	1
AC005363.1	1
AC005363.2	1
AC005377.1	2
AC005379.1	2
AC005381.1	2
AC005383.1	1
AC005387.1	2
AC005387.2	1
AC005389.1	2
AC005391.1	2
AC005392.1	2
AC005392.2	1
AC005392.3	2
AC005393.1	1
AC005394.1	2
AC005394.2	1
AC005400.1	1
AC005410.1	1
AC005410.2	1
AC005412.1	2
AC005414.1	1
AC005476.1	1
AC005476.2	1
AC005477.1	1
AC005479.1	1
AC005479.2	1
AC005480.1	1
AC005481.1	1
AC005482.1	1
AC005486.1	2
AC005487.1	1
AC005495.1	1
AC005495.2	2
AC005498.1	2
AC005498.2	1
AC005498.3	1
AC005514.1	2
AC005515.1	1
AC005515.2	2
AC005518.1	1
AC005518.2	2
AC005519.1	1
AC005520.1	2
AC005520.2	2
AC005520.3	1
AC005520.4	1
AC005520.5	1
AC005520.6	3
AC005520.7	1
AC005521.1	2
AC005522.1	1
AC005523.1	1
AC005523.2	1
AC005524.1	2
AC005529.1	2
AC005531.1	1
AC005532.1	1
AC005532.2	2
AC005534.1	1
AC005534.2	1
AC005537.1	2
AC005537.2	1
AC005538.1	2
AC005538.2	1
AC005538.3	1
AC005540.1	1
AC005544.1	2
AC005544.2	2
AC005546.1	1
AC005548.1	1
AC005549.1	2
AC005550.1	2
AC005550.2	1
AC005551.1	2
AC005552.1	2
AC005559.1	2
AC005562.1	1
AC005562.2	2
AC005578.1	1
AC005580.1	2
AC005586.1	2
AC005586.2	1
AC005587.1	2
AC005588.1	2
AC005592.1	1
AC005592.2	1
AC005593.1	1
AC005594.1	1
AC005597.1	2
AC005599.1	1
AC005606.1	1
AC005606.2	1
AC005609.1	1
AC005609.2	1
AC005609.3	1
AC005609.4	2
AC005609.5	1
AC005614.1	1
AC005614.2	1
AC005616.1	1
AC005618.1	1
AC005618.2	1
AC005618.3	1
AC005618.4	1
AC005619.1	1
AC005622.1	1
AC005625.1	2
AC005631.1	2
AC005632.1	2
AC005632.2	2
AC005632.3	1
AC005632.4	2
AC005632.5	2
AC005632.6	1
AC005670.1	2
AC005670.2	1
AC005670.3	1
AC005674.1	1
AC005674.2	1
AC005682.1	1
AC005682.2	1
AC005691.1	2
AC005692.1	1
AC005692.2	1
AC005692.3	1
AC005695.1	1
AC005695.2	2
AC005695.3	1
AC005696.1	1
AC005696.2	2
AC005696.3	1
AC005696.4	1
AC005697.1	2
AC005697.2	1
AC005697.3	2
AC005699.1	1
AC005702.1	1
AC005702.2	1
AC005702.3	2
AC005702.4	2
AC005702.5	1
AC005703.1	2
AC005703.2	2
AC005703.3	2
AC005703.4	1
AC005703.5	2
AC005703.6	1
AC005703.7	1
AC005722.1	2
AC005722.2	2
AC005722.3	1
AC005722.4	2
AC005725.1	1
AC005726.1	1
AC005726.2	1
AC005726.3	2
AC005726.4	1
AC005730.1	2
AC005730.2	1
AC005730.3	1
AC005736.1	2
AC005740.1	2
AC005740.2	2
AC005740.3	2
AC005740.4	1
AC005740.5	1
AC005741.1	2
AC005746.1	1
AC005746.2	2
AC005746.3	1
AC005753.1	1
AC005753.2	1
AC005753.3	1
AC005757.1	2
AC005758.1	2
AC005759.1	1
AC005771.1	2
AC005772.1	2
AC005772.2	1
AC005774.1	2
AC005774.2	2
AC005775.1	1
AC005776.1	1
AC005776.2	1
AC005777.1	2
AC005785.1	1
AC005785.2	1
AC005786.1	2
AC005786.2	2
AC005786.3	1
AC005786.4	1
AC005789.1	2
AC005790.1	1
AC005796.1	2
AC005798.1	2
AC005803.1	1
AC005808.1	1
AC005821.1	1
AC005821.2	1
AC005822.1	1
AC005823.1	2
AC005823.2	2
AC005828.1	1
AC005828.2	1
AC005828.3	1
AC005828.4	1
AC005828.5	2
AC005828.6	1
AC005828.7	1
AC005829.1	1
AC005829.2	2
AC005831.1	1
AC005832.1	2
AC005832.2	2
AC005832.3	1
AC005832.4	1
AC005833.1	1
AC005833.2	1
AC005837.1	1
AC005837.2	2
AC005837.3	2
AC005837.4	1
AC005838.1	2
AC005838.2	2
AC005838.3	1
AC005839.1	1
AC005840.1	1
AC005840.2	1
AC005840.3	1
AC005840.4	1
AC005841.1	1
AC005845.1	1
AC005856.1	1
AC005858.1	2
AC005858.2	2
AC005858.3	1
AC005863.1	1
AC005865.1	1
AC005865.2	1
AC005868.1	2
AC005871.1	2
AC005871.2	2
AC005884.1	1
AC005884.2	2
AC005888.1	2
AC005899.1	2
AC005899.2	1
AC005899.3	2
AC005899.4	2
AC005899.5	2
AC005899.6	1
AC005899.7	1
AC005899.8	1
AC005899.9	1
AC005901.1	1
AC005905.1	2
AC005906.1	2
AC005906.2	1
AC005906.3	2
AC005908.1	2
AC005908.2	1
AC005908.3	1
AC005909.1	2
AC005909.2	1
AC005911.1	1
AC005912.1	1
AC005912.2	1
AC005912.3	1
AC005914.1	1
AC005915.1	1
AC005920.1	1
AC005920.2	1
AC005920.3	1
AC005920.4	1
AC005921.1	2
AC005921.2	2
AC005921.3	1
AC005921.4	1
AC005921.5	2
AC005943.1	1
AC005943.2	2
AC005944.1	2
AC005951.1	2
AC005954.1	1
AC005954.2	1
AC005962.1	1
AC005962.2	1
AC005972.1	1
AC005972.2	1
AC005972.3	1
AC005993.1	1
AC005995.1	2
AC005996.1	2
AC005998.1	1
AC005999.1	1
AC005999.2	2
AC006001.1	2
AC006001.2	1
AC006001.3	1
AC006001.4	1
AC006003.1	2
AC006006.1	2
AC006007.1	2
AC006008.1	1
AC006011.1	2
AC006013.1	2
AC006015.1	2
AC006017.1	1
AC006017.2	2
AC006019.1	1
AC006019.2	1
AC006019.3	1
AC006020.1	1
AC006022.1	2
AC006023.1	2
AC006023.2	1
AC006023.3	2
AC006026.1	2
AC006026.2	2
AC006026.3	2
AC006027.1	1
AC006028.1	1
AC006030.1	1
AC006033.1	1
AC006033.2	1
AC006037.1	2
AC006037.2	2
AC006040.1	1
AC006041.1	2
AC006041.2	1
AC006042.1	1
AC006042.2	1
AC006042.3	1
AC006043.1	1
AC006055.1	2
AC006057.1	2
AC006058.1	1
AC006058.2	2
AC006058.3	1
AC006058.4	1
AC006059.1	1
AC006059.2	1
AC006059.3	2
AC006059.4	1
AC006059.5	1
AC006062.1	1
AC006063.1	2
AC006063.2	2
AC006063.3	1
AC006063.4	2
AC006064.1	1
AC006064.2	1
AC006064.3	1
AC006064.4	1
AC006064.5	1
AC006064.6	1
AC006065.1	2
AC006065.2	2
AC006065.3	2
AC006065.4	2
AC006065.5	2
AC006065.6	2
AC006076.1	2
AC006077.1	2
AC006077.2	1
AC006111.1	2
AC006111.2	1
AC006111.3	1
AC006112.1	1
AC006115.1	2
AC006115.2	1
AC006116.1	2
AC006116.10	2
AC006116.11	1
AC006116.12	1
AC006116.2	1
AC006116.3	1
AC006116.4	2
AC006116.5	2
AC006116.6	1
AC006116.7	1
AC006116.8	1
AC006116.9	1
AC006122.1	1
AC006127.1	2
AC006128.1	1
AC006130.1	2
AC006130.2	2
AC006130.3	1
AC006133.1	3
AC006141.1	1
AC006144.1	1
AC006144.2	2
AC006146.1	2
AC006148.1	1
AC006148.2	2
AC006150.1	2
AC006153.1	1
AC006157.1	2
AC006158.1	2
AC006158.2	2
AC006158.3	2
AC006159.1	1
AC006159.2	2
AC006160.1	1
AC006160.2	2
AC006195.1	1
AC006197.1	1
AC006197.2	1
AC006199.1	2
AC006205.1	1
AC006205.2	2
AC006206.1	1
AC006206.2	1
AC006207.1	2
AC006210.1	2
AC006210.2	2
AC006213.1	1
AC006213.2	1
AC006213.3	1
AC006213.4	1
AC006213.5	1
AC006213.6	1
AC006213.7	1
AC006230.1	1
AC006236.1	2
AC006237.1	1
AC006238.1	1
AC006238.2	1
AC006249.1	1
AC006252.1	1
AC006254.1	1
AC006254.2	2
AC006254.3	1
AC006262.1	1
AC006262.2	1
AC006262.3	2
AC006262.4	2
AC006270.1	1
AC006270.2	1
AC006270.3	1
AC006272.1	1
AC006272.2	2
AC006273.1	1
AC006277.1	1
AC006288.1	2
AC006296.1	2
AC006296.2	2
AC006296.3	1
AC006299.1	1
AC006305.1	2
AC006305.2	1
AC006305.3	2
AC006305.4	1
AC006320.1	2
AC006326.1	2
AC006328.1	2
AC006328.2	2
AC006329.1	2
AC006330.1	1
AC006333.1	1
AC006335.1	3
AC006335.2	2
AC006338.1	2
AC006338.2	2
AC006348.1	1
AC006349.1	2
AC006355.1	1
AC006355.2	1
AC006357.1	1
AC006360.1	2
AC006362.1	2
AC006363.1	2
AC006364.1	1
AC006366.1	2
AC006369.1	1
AC006369.2	2
AC006372.1	2
AC006372.2	2
AC006372.3	1
AC006372.4	2
AC006378.1	1
AC006380.1	3
AC006386.1	2
AC006390.1	2
AC006398.1	2
AC006427.1	1
AC006427.2	1
AC006435.1	2
AC006435.2	1
AC006435.3	1
AC006435.4	1
AC006435.5	2
AC006441.1	1
AC006441.2	2
AC006441.3	2
AC006441.4	2
AC006441.5	2
AC006443.1	2
AC006445.1	2
AC006445.2	1
AC006445.3	2
AC006449.1	2
AC006449.2	1
AC006449.3	1
AC006449.5	1
AC006449.7	1
AC006449.9	1
AC006450.1	2
AC006450.2	2
AC006450.3	2
AC006452.1	2
AC006452.2	1
AC006453.1	2
AC006453.2	1
AC006453.3	1
AC006453.4	2
AC006453.5	1
AC006453.6	2
AC006455.1	2
AC006455.2	2
AC006455.3	2
AC006455.4	2
AC006455.5	2
AC006455.6	3
AC006455.7	2
AC006455.8	2
AC006457.1	2
AC006458.1	2
AC006459.1	2
AC006460.1	1
AC006460.2	1
AC006463.1	1
AC006466.1	2
AC006478.1	2
AC006478.2	1
AC006480.1	2
AC006480.2	1
AC006480.3	1
AC006482.1	2
AC006483.1	2
AC006483.2	1
AC006484.1	1
AC006486.1	1
AC006486.2	1
AC006487.1	2
AC006487.2	2
AC006499.1	2
AC006499.2	2
AC006499.3	2
AC006499.4	1
AC006499.5	2
AC006499.6	2
