trial_index,arm_name,trial_status,generation_method,val_loss,block1_exists,block2_exists,fc2,hidden_size2,dropout2,fc3,dropout3,addMRNA,learning_rate,batch_size,block2_type,activation2,block3_type,activation3,root,hidden_size1,dropout1,resNetComplexConnections2,block1_type,resNetType1,activation1,resNetType2,fc1,resNetComplexConnections1
182,182_0,COMPLETED,BoTorch,0.7191781401634216,False,True,,761.0,0.23923687252967235,,0.19883368593513148,True,0.0001,128,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
79,79_0,COMPLETED,BoTorch,0.7200687527656555,True,True,1.0,947.0,0.060461469166427854,,0.6894142758588777,True,0.00018515431273024096,128,fully_connect,selu,resnet,leaky_relu_steep,true,672.0,0.21476662602777447,,fully_connect,,leaky_relu_steep,,3.0,
119,119_0,COMPLETED,BoTorch,0.7208707928657532,True,False,,,,,0.6291856682465008,True,0.0036751431290903995,64,,,resnet,leaky_relu_steep,true,362.0,0.9,,fully_connect,,leaky_relu_slight,,2.0,
181,181_0,COMPLETED,BoTorch,0.7213138341903687,False,True,,596.0,0.5665821413807615,,0.27108215635935473,True,0.0001,128,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
101,101_0,COMPLETED,BoTorch,0.7217708230018616,True,True,1.0,878.0,0.0,,0.5856481722934573,True,0.00011097318997651179,128,fully_connect,selu,resnet,leaky_relu_steep,true,887.0,0.0,,fully_connect,,leaky_relu_steep,,3.0,
64,64_0,COMPLETED,BoTorch,0.7220984697341919,True,True,1.0,966.0,0.09421493094456365,,0.7196135802799516,True,0.00018137824530905199,64,fully_connect,selu,resnet,leaky_relu_steep,true,674.0,0.3202113811743184,,fully_connect,,leaky_relu_steep,,3.0,
108,108_0,COMPLETED,BoTorch,0.7223162651062012,True,True,1.0,886.0,0.0,,0.6301814461020685,True,0.00015005229088153955,128,fully_connect,selu,resnet,leaky_relu_steep,true,822.0,0.0,,fully_connect,,leaky_relu_steep,,3.0,
180,180_0,COMPLETED,BoTorch,0.7223890423774719,False,True,,784.0,0.47094338486440296,,0.23432346375338808,True,0.0001,128,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
115,115_0,COMPLETED,BoTorch,0.7223916053771973,True,True,1.0,932.0,0.0,,0.608365231464532,True,0.00010475058671942668,128,fully_connect,selu,resnet,leaky_relu_steep,true,764.0,0.06665655342871804,,fully_connect,,leaky_relu_steep,,3.0,
102,102_0,COMPLETED,BoTorch,0.7227106094360352,True,True,1.0,1000.0,0.0,,0.6816250155667086,True,0.00010787400126973062,64,fully_connect,selu,resnet,leaky_relu_steep,true,921.0,0.0,,fully_connect,,leaky_relu_steep,,3.0,
195,195_0,COMPLETED,BoTorch,0.7229198813438416,True,False,,,,,0.6561737635827636,True,0.0020611858285444367,64,,,resnet,leaky_relu_steep,true,215.0,0.6437261860953485,,fully_connect,,leaky_relu_slight,,2.0,
112,112_0,COMPLETED,BoTorch,0.7231442928314209,True,True,1.0,864.0,0.017832699412469222,,0.6346670651728968,True,0.00011728499284918725,128,fully_connect,selu,resnet,leaky_relu_steep,true,825.0,0.21860356818570997,,fully_connect,,leaky_relu_steep,,3.0,
157,157_0,COMPLETED,BoTorch,0.723209023475647,True,True,1.0,871.0,0.0,,0.5705197885653971,True,0.0001,128,fully_connect,selu,resnet,leaky_relu_steep,true,878.0,0.10792562385677702,,fully_connect,,leaky_relu_steep,,3.0,
85,85_0,COMPLETED,BoTorch,0.723753035068512,True,True,1.0,368.0,0.779761102470214,,0.8215636061406317,True,0.0006361628514597351,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,378.0,0.0,,resnet,complex,selu,,,1.0
150,150_0,COMPLETED,BoTorch,0.7238304615020752,True,True,1.0,258.0,0.9,,0.7776083460828698,True,0.0009182311725957355,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,388.0,0.2618600842660992,,resnet,complex,selu,,,1.0
48,48_0,COMPLETED,BoTorch,0.7241249680519104,True,True,,328.0,0.8375928558814356,1.0,0.8817878632085298,True,0.00021285270709906195,64,resnet,sigmoid,fully_connect,tanh,true,678.0,0.5647636912302146,,fully_connect,,sigmoid,simple,1.0,
160,160_0,COMPLETED,BoTorch,0.7248749136924744,True,True,1.0,259.0,0.9,,0.7649150586764395,True,0.0010519900944804604,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,461.0,0.15122616621339618,,resnet,complex,selu,,,1.0
83,83_0,COMPLETED,BoTorch,0.7250657677650452,True,False,,,,,0.6690095466151125,True,0.004164728592028217,64,,,resnet,leaky_relu_steep,true,305.0,0.9,,fully_connect,,leaky_relu_slight,,2.0,
159,159_0,COMPLETED,BoTorch,0.7251585721969604,True,True,1.0,1000.0,0.0,,0.6700973274405215,True,0.00011921390632960852,128,fully_connect,selu,resnet,leaky_relu_steep,true,906.0,0.004885178912169729,,fully_connect,,leaky_relu_steep,,3.0,
199,199_0,COMPLETED,BoTorch,0.7253410220146179,True,True,1.0,866.0,0.0,,0.542362075533173,True,0.0002726159590869714,128,fully_connect,selu,resnet,leaky_relu_steep,true,800.0,0.0,,fully_connect,,leaky_relu_steep,,3.0,
185,185_0,COMPLETED,BoTorch,0.7255574464797974,True,True,1.0,1000.0,0.0,,0.703558578996461,True,0.00016590395791815117,128,fully_connect,selu,resnet,leaky_relu_steep,true,717.0,0.3912147858399858,,fully_connect,,leaky_relu_steep,,3.0,
135,135_0,COMPLETED,BoTorch,0.7256410717964172,True,False,,,,,0.6385673959308924,True,0.00312012313207306,64,,,resnet,leaky_relu_steep,true,210.0,0.6143874652111387,,fully_connect,,leaky_relu_slight,,2.0,
124,124_0,COMPLETED,BoTorch,0.7258824110031128,True,True,1.0,915.0,0.0,,0.721012113547743,True,0.00012032849093215401,128,fully_connect,selu,resnet,leaky_relu_steep,true,849.0,0.20086474705514315,,fully_connect,,leaky_relu_steep,,3.0,
141,141_0,COMPLETED,BoTorch,0.7260944843292236,True,True,1.0,1000.0,0.0,,0.5571782267011572,True,0.00020613630385651118,128,fully_connect,selu,resnet,leaky_relu_steep,true,890.0,0.0902800618044551,,fully_connect,,leaky_relu_steep,,3.0,
72,72_0,COMPLETED,BoTorch,0.7262807488441467,True,True,1.0,938.0,0.0,,0.693886013751373,True,0.00012694106870662743,64,fully_connect,selu,resnet,leaky_relu_steep,true,639.0,0.22039745704746347,,fully_connect,,leaky_relu_steep,,3.0,
121,121_0,COMPLETED,BoTorch,0.7263219952583313,True,False,,,,,0.6408437874081911,True,0.0037605001687283333,64,,,resnet,leaky_relu_steep,true,325.0,0.8517927007388506,,fully_connect,,leaky_relu_slight,,2.0,
120,120_0,COMPLETED,BoTorch,0.726621150970459,True,False,,,,,0.6337032035508645,True,0.003524455742461291,64,,,resnet,leaky_relu_steep,true,288.0,0.798189461935906,,fully_connect,,leaky_relu_slight,,2.0,
63,63_0,COMPLETED,BoTorch,0.7282260656356812,True,True,1.0,913.0,0.06275702833637213,,0.6823572217958043,True,0.00027808082408543134,64,fully_connect,selu,resnet,leaky_relu_steep,true,745.0,0.08225298004160832,,fully_connect,,leaky_relu_steep,,3.0,
176,176_0,COMPLETED,BoTorch,0.729375958442688,False,True,,556.0,0.423955144255425,,0.21532188502323943,True,0.0001,128,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
113,113_0,COMPLETED,BoTorch,0.7299137711524963,True,True,1.0,918.0,0.12484340861092293,,0.5636704049293157,True,0.00013777485772331762,128,fully_connect,selu,resnet,leaky_relu_steep,true,746.0,0.1058756132619209,,fully_connect,,leaky_relu_steep,,3.0,
46,46_0,COMPLETED,BoTorch,0.7301249504089355,True,True,1.0,384.0,0.8787405988387994,,0.6353252844648191,True,0.00041884360398457043,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,332.0,0.03302588364835883,,resnet,complex,selu,,,2.0
97,97_0,COMPLETED,BoTorch,0.7302413582801819,True,True,1.0,362.0,0.9,,0.7929735309830589,True,0.0009806754203881484,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,280.0,0.42236782071851736,,resnet,complex,selu,,,1.0
129,129_0,COMPLETED,BoTorch,0.7303392291069031,True,True,1.0,408.0,0.7933470660396291,,0.7869251694323676,True,0.0008435445591897716,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,394.0,0.24987035719398581,,resnet,complex,selu,,,1.0
89,89_0,COMPLETED,BoTorch,0.7320241332054138,True,True,1.0,329.0,0.7825235237634337,,0.7921984827813014,True,0.0005760344455911485,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,373.0,0.0,,resnet,complex,selu,,,1.0
154,154_0,COMPLETED,BoTorch,0.7322726845741272,True,True,1.0,1000.0,0.0,,0.6489725827410892,True,0.00016441294821467053,128,fully_connect,selu,resnet,leaky_relu_steep,true,799.0,0.12404359139103217,,fully_connect,,leaky_relu_steep,,3.0,
114,114_0,COMPLETED,BoTorch,0.7327004671096802,True,True,1.0,756.0,0.0,,0.5997982593781076,True,0.00016596001622593188,128,fully_connect,selu,resnet,leaky_relu_steep,true,986.0,0.08078961172260055,,fully_connect,,leaky_relu_steep,,3.0,
93,93_0,COMPLETED,BoTorch,0.7327922582626343,True,True,1.0,350.0,0.8087410438257809,,0.7165096263369125,True,0.0009147161360344441,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,349.0,0.07565942625819108,,resnet,complex,selu,,,1.0
111,111_0,COMPLETED,BoTorch,0.7328885793685913,True,True,1.0,807.0,0.010373618347720947,,0.5428875136623692,True,0.00018054044734006837,128,fully_connect,selu,resnet,leaky_relu_steep,true,770.0,0.349787163022627,,fully_connect,,leaky_relu_steep,,3.0,
91,91_0,COMPLETED,BoTorch,0.7332950234413147,True,True,1.0,347.0,0.819441035648727,,0.7282985070144258,True,0.0017796113345216326,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,324.0,0.1824881608996681,,resnet,complex,selu,,,1.0
184,184_0,COMPLETED,BoTorch,0.733732283115387,False,True,,557.0,0.37379671641841733,,0.2438968909737192,True,0.0001,128,resnet,selu,resnet,sigmoid,true,,,19.0,,,,complex,,
139,139_0,COMPLETED,BoTorch,0.7339777946472168,True,True,1.0,262.0,0.7999185070287935,,0.7720431570731628,True,0.0012964302617730573,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,400.0,0.3374783953064866,,resnet,complex,selu,,,1.0
166,166_0,COMPLETED,BoTorch,0.7340612411499023,True,True,1.0,320.0,0.9,,0.7118415767061309,True,0.0011102707048767193,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,402.0,0.25463825386999506,,resnet,complex,selu,,,1.0
88,88_0,COMPLETED,BoTorch,0.7342256903648376,True,True,1.0,317.0,0.7440749104986849,,0.8439075307347463,True,0.0005911812869401513,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,429.0,0.28394730765455767,,resnet,complex,selu,,,1.0
87,87_0,COMPLETED,BoTorch,0.7345132827758789,True,True,1.0,381.0,0.8441103535067658,,0.7546742386592402,True,0.000619875556549726,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,362.0,0.0,,resnet,complex,selu,,,1.0
47,47_0,COMPLETED,BoTorch,0.7354761958122253,True,True,1.0,330.0,0.8684436895205276,,0.611596752324196,True,0.0003962875303525177,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,340.0,0.029784461275447018,,resnet,complex,selu,,,4.0
61,61_0,COMPLETED,BoTorch,0.7355862259864807,True,True,1.0,1000.0,0.024840383398428832,,0.6725759306876562,True,0.00026080384551206996,64,fully_connect,selu,resnet,leaky_relu_steep,true,659.0,0.1216658954073625,,fully_connect,,leaky_relu_steep,,3.0,
109,109_0,COMPLETED,BoTorch,0.7355973124504089,True,True,1.0,932.0,0.0,,0.56638743624437,True,0.00013604841667313677,64,fully_connect,selu,resnet,leaky_relu_steep,true,886.0,0.0,,fully_connect,,leaky_relu_steep,,3.0,
106,106_0,COMPLETED,BoTorch,0.7356465458869934,True,True,1.0,378.0,0.9,,0.684050005878878,True,0.0005166109548495803,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,415.0,0.3886705058121741,,resnet,complex,selu,,,1.0
38,38_0,COMPLETED,Sobol,0.7369023561477661,True,False,,,,,0.5981018696911633,True,0.003182880253950047,64,,,resnet,leaky_relu_steep,true,348.0,0.8131949412636459,,fully_connect,,leaky_relu_slight,,2.0,
21,21_0,COMPLETED,Sobol,0.7372380495071411,True,True,1.0,878.0,0.11831161519512534,,0.5752549381926656,True,0.0002391516554142994,64,fully_connect,selu,resnet,leaky_relu_steep,true,657.0,0.2587187930010259,,fully_connect,,leaky_relu_steep,,3.0,
183,183_0,COMPLETED,BoTorch,0.7380059957504272,True,False,,,,,0.6024745360653114,True,0.0029224608062618667,64,,,resnet,leaky_relu_steep,true,211.0,0.6632567725293216,,fully_connect,,leaky_relu_slight,,2.0,
147,147_0,COMPLETED,BoTorch,0.7382631301879883,True,True,1.0,327.0,0.7651088784322647,,0.6689456091323207,True,0.0011028247860528125,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,478.0,0.04669079469502594,,resnet,complex,selu,,,1.0
94,94_0,COMPLETED,BoTorch,0.7385257482528687,False,True,,418.0,0.46378227030937025,,0.17365960978100317,True,0.0001,64,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
84,84_0,COMPLETED,BoTorch,0.7388017773628235,True,True,1.0,356.0,0.9,,0.8251019711183091,True,0.0004340511209141144,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,348.0,0.0,,resnet,complex,selu,,,1.0
52,52_0,COMPLETED,BoTorch,0.7388064861297607,True,True,1.0,360.0,0.8555411923926208,,0.6277607507104526,True,0.0006803400638815204,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,358.0,0.02936693377383677,,resnet,complex,selu,,,5.0
100,100_0,COMPLETED,BoTorch,0.7389344573020935,True,True,1.0,351.0,0.9,,0.7905717340144126,True,0.00164952779077547,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,631.0,0.2632207118504596,,resnet,complex,selu,,,1.0
148,148_0,COMPLETED,BoTorch,0.739327609539032,True,True,1.0,232.0,0.9,,0.6575033582635108,True,0.0013931570225133901,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,517.0,0.4258052483718435,,resnet,complex,selu,,,1.0
138,138_0,COMPLETED,BoTorch,0.7396557927131653,True,False,,,,,0.587368203969706,True,0.002859591032500396,64,,,resnet,leaky_relu_steep,true,327.0,0.9,,fully_connect,,leaky_relu_slight,,2.0,
81,81_0,COMPLETED,BoTorch,0.7403399348258972,True,True,1.0,947.0,0.060052975159576694,,0.6918506224068549,True,0.0001890350765254668,64,fully_connect,selu,resnet,leaky_relu_steep,true,656.0,0.21769817891337462,,fully_connect,,leaky_relu_steep,,3.0,
110,110_0,COMPLETED,BoTorch,0.7409288883209229,True,True,1.0,927.0,0.0,,0.5687307890449159,True,0.00014010439977857564,64,fully_connect,selu,resnet,leaky_relu_steep,true,861.0,0.0,,fully_connect,,leaky_relu_steep,,3.0,
69,69_0,COMPLETED,BoTorch,0.7409919500350952,True,True,1.0,986.0,0.09610327208703165,,0.6387149368536335,True,0.00021889957030958273,64,fully_connect,selu,resnet,leaky_relu_steep,true,940.0,0.29128361261322533,,fully_connect,,leaky_relu_steep,,3.0,
75,75_0,COMPLETED,BoTorch,0.7410412430763245,True,True,,313.0,0.6718719666305065,1.0,0.7412554837932598,True,0.00017639294551368478,128,resnet,sigmoid,fully_connect,tanh,true,339.0,0.1779631618528375,,fully_connect,,sigmoid,simple,1.0,
187,187_0,COMPLETED,BoTorch,0.7412363290786743,False,True,,418.0,0.2450398836070734,,0.2279608463199904,True,0.0001,128,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
99,99_0,COMPLETED,BoTorch,0.7416785359382629,True,True,1.0,957.0,0.022451491909349898,,0.6925294891354289,True,0.0002449380609019689,64,fully_connect,selu,resnet,leaky_relu_steep,true,556.0,0.3248203311693237,,fully_connect,,leaky_relu_steep,,3.0,
186,186_0,COMPLETED,BoTorch,0.7420734167098999,False,True,,855.0,0.6223074060702348,,0.1983275087477154,True,0.0001,128,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
103,103_0,COMPLETED,BoTorch,0.7426353096961975,True,True,1.0,355.0,0.599129128727825,,0.7965963772023686,True,0.001747965812742493,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,337.0,0.2075219717476597,,resnet,complex,selu,,,1.0
62,62_0,COMPLETED,BoTorch,0.7431710958480835,True,True,1.0,940.0,0.04112987157546498,,0.475167965206928,True,0.00017425356467514594,64,fully_connect,selu,resnet,leaky_relu_steep,true,768.0,0.11939802999037329,,fully_connect,,leaky_relu_steep,,3.0,
92,92_0,COMPLETED,BoTorch,0.7440600991249084,True,True,1.0,311.0,0.9,,0.6183100449564736,True,0.001085724643966494,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,337.0,0.24521095177847654,,resnet,complex,selu,,,1.0
132,132_0,COMPLETED,BoTorch,0.7464374303817749,True,True,1.0,458.0,0.04073543335067426,,0.514096266236394,True,0.0016648687928401918,128,fully_connect,tanh,resnet,sigmoid,true,727.0,0.0,,resnet,simple,selu,,,
71,71_0,COMPLETED,BoTorch,0.7466049790382385,True,True,1.0,913.0,0.01864950301931723,,0.7165289857897023,True,0.0003377956663799234,64,fully_connect,selu,resnet,leaky_relu_steep,true,831.0,0.275308520314099,,fully_connect,,leaky_relu_steep,,3.0,
167,167_0,COMPLETED,BoTorch,0.7467875480651855,False,True,,493.0,0.580745420975359,,0.2312921111933835,True,0.00010770157036758735,64,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
74,74_0,COMPLETED,BoTorch,0.7469868063926697,False,True,,433.0,0.45621832493199527,,0.19899729352033546,True,0.0001,64,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
50,50_0,COMPLETED,BoTorch,0.7490429282188416,True,True,1.0,356.0,0.8773823676248045,,0.6567573475835734,True,0.00036896553542453936,64,fully_connect,sigmoid,resnet,leaky_relu_slight,true,316.0,0.029919308327564967,,resnet,complex,selu,,,3.0
67,67_0,COMPLETED,BoTorch,0.7518835663795471,True,True,1.0,950.0,0.27987830825536897,,0.6945486458239403,True,0.00015700231014617423,64,fully_connect,selu,resnet,leaky_relu_steep,true,662.0,0.14281178040720516,,fully_connect,,leaky_relu_steep,,3.0,
59,59_0,COMPLETED,BoTorch,0.751925528049469,True,True,1.0,528.0,0.26660769400439527,,0.49615786068021606,True,0.001142586015144945,128,fully_connect,tanh,resnet,sigmoid,true,607.0,0.3264609286062059,,resnet,simple,selu,,,
140,140_0,COMPLETED,BoTorch,0.7520616054534912,True,True,1.0,376.0,0.6042189666296909,,0.6104338650354456,True,0.001098369590858368,32,fully_connect,sigmoid,resnet,leaky_relu_slight,true,319.0,0.4281287755278297,,resnet,complex,selu,,,1.0
66,66_0,COMPLETED,BoTorch,0.7532963752746582,True,True,1.0,967.0,0.07846332928623465,,0.5860745490180275,True,0.0004455337845653668,64,fully_connect,selu,resnet,leaky_relu_steep,true,544.0,0.20860684861592965,,fully_connect,,leaky_relu_steep,,3.0,
107,107_0,COMPLETED,BoTorch,0.7546440362930298,False,True,,526.0,0.4580257860074525,,0.1835992452737203,True,0.0001,64,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
118,118_0,COMPLETED,BoTorch,0.7555276155471802,False,True,,389.0,0.8545842408102138,,0.18440130169999921,True,0.0001,64,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
163,163_0,COMPLETED,BoTorch,0.756767749786377,False,True,,370.0,0.323652309888441,,0.2527958787079536,True,0.0001,64,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
22,22_0,COMPLETED,Sobol,0.7586721777915955,True,True,,300.0,0.6822148882783949,1.0,0.8632827831432224,True,0.0003287777018891167,64,resnet,sigmoid,fully_connect,tanh,true,703.0,0.397666949685663,,fully_connect,,sigmoid,simple,1.0,
193,193_0,COMPLETED,BoTorch,0.7588683366775513,False,True,,966.0,0.2173489137897343,,0.2844092398557592,True,0.0001,64,resnet,selu,resnet,sigmoid,true,,,31.0,,,,complex,,
31,31_0,COMPLETED,Sobol,0.7591293454170227,True,True,1.0,490.0,0.270669486746192,,0.5643142763525247,True,0.001362390347928352,128,fully_connect,tanh,resnet,sigmoid,true,597.0,0.26321843080222607,,resnet,simple,selu,,,
