protein,r2score,rho,p-values,r2_mRNA_protein,r2_mRNA_protein_basic_linear_regression,p-val adj. BH
IARS1,0.5971634387969971,0.7854377880184329,2.1462768810807496e-27,0.5535517930984497,0.6056699563475196,2.5436632975475185e-26
RTF2,0.6004343032836914,0.7854377880184329,2.1462768810807496e-27,-0.34025490283966064,0.22514777500488398,2.5436632975475185e-26
DIMT1,0.6023951768875122,0.7853149001536097,2.214147359649904e-27,-0.02413320541381836,0.2560950850597397,2.620130203809614e-26
MAP1A,0.5827319622039795,0.7852350230414744,2.259385141293695e-27,0.5798519253730774,0.6131302244574804,2.6696239539575954e-26
POLR3A,0.5861144065856934,0.7851981566820275,2.2805680852783925e-27,-0.5137273073196411,0.17147878320510568,2.686536681181865e-26
TMPO,0.5785714387893677,0.7851981566820275,2.2805680852783925e-27,0.35325413942337036,0.4071120961940127,2.686536681181865e-26
NDRG1,0.600180447101593,0.7850691244239629,2.356250583528015e-27,0.6838680505752563,0.7393906767101823,2.7715176036625767e-26
XPOT,0.6467363834381104,0.7850384024577571,2.3746294750288195e-27,0.5663765668869019,0.6340861390566906,2.7889417047560696e-26
PFN1,0.5584585666656494,0.7849462365591396,2.4306122082886883e-27,-0.06609904766082764,0.19530993898982368,2.85041209793615e-26
TJP1,0.6294567584991455,0.7849136481017679,2.4507143819571195e-27,0.481855571269989,0.5405985907374015,2.8696838167168546e-26
ADAM9,0.5932601690292358,0.7846881720430106,2.594327136973397e-27,0.512317419052124,0.5449098834053495,3.0333074537228566e-26
VAC14,0.43053001165390015,0.784663594470046,2.610470623631972e-27,0.5881309509277344,0.5934383539659214,3.047627047470043e-26
ARHGAP17,0.6092104315757751,0.7845468509984639,2.6885049339061127e-27,0.02272319793701172,0.22373406984230762,3.134051504174905e-26
RANGAP1,0.6070865392684937,0.784442396313364,2.760257505154632e-27,0.008564531803131104,0.2882539829387479,3.2129068757915976e-26
CSDE1,0.6009197235107422,0.7844362519201228,2.764536127324144e-27,-0.6642259359359741,0.08465941525755771,3.2131057337190863e-26
GBP5,0.5739639401435852,0.784078009337345,3.0255452114967703e-27,0.602859616279602,0.6175246138883448,3.5112484635501097e-26
CHD1,0.6318497657775879,0.7837726574500767,3.266942398015818e-27,-0.12286174297332764,0.19365977014759467,3.785781249967367e-26
CST3,0.5962196588516235,0.7837480798771121,3.2871722930228695e-27,0.053474247455596924,0.29498678020499963,3.803589005329125e-26
PGM2L1,0.6000077724456787,0.7837112135176649,3.317747249808649e-27,0.7103354930877686,0.7346695393546826,3.833296748597231e-26
USO1,0.5600841045379639,0.7836559139784945,3.364132313022147e-27,-0.2617919445037842,0.17736680463180038,3.8811567776488546e-26
TMED9,0.6051956415176392,0.7836251920122886,3.390175466635644e-27,0.05932372808456421,0.35353086809468265,3.90544219440707e-26
DAG1,0.6088286638259888,0.7835698924731183,3.437551366057887e-27,-1.465923547744751,0.0019851261583750447,3.954195115485999e-26
CMPK2,0.6096608638763428,0.7833425499231949,3.639220627311812e-27,0.46549147367477417,0.5261538991841945,4.180026981913802e-26
SON,0.5753488540649414,0.783268817204301,3.707080254226105e-27,-0.2112787961959839,0.22761911526494724,4.25172752911387e-26
MVP,0.7086628675460815,0.7831152073732718,3.852456696659667e-27,0.5490588545799255,0.5845644362861728,4.4055433159754255e-26
HMGB3,0.5401983857154846,0.7831152073732718,3.852456696659667e-27,0.6129364371299744,0.6346360251736621,4.4055433159754255e-26
