protein,r2score,rho,p-values,r2_mRNA_protein,r2_mRNA_protein_basic_linear_regression,p-val adj. BH
NAE1,0.24013972282409668,0.39243625192012277,5.998636588582842e-06,-1.070256233215332,0.030602650977489373,7.544836050151952e-06
LSM3,0.045350611209869385,0.39199385560675876,6.1582009393956075e-06,-2.0548205375671387,0.0060787811435912996,7.744284203850875e-06
CHTOP,0.1690043807029724,0.3915482759548673,6.322962559811989e-06,-0.591357946395874,0.06036766964486584,7.95020304498463e-06
EIF1B,0.07606387138366699,0.39119508448540696,6.456512395066818e-06,-0.44835400581359863,0.04252059308323718,8.116817736131896e-06
TTC39C,0.23477327823638916,0.3910224905993436,6.522739431670153e-06,0.015116214752197266,0.32514758542417066,8.198757485862756e-06
CIAO2B,0.22385871410369873,0.3907772657450076,6.617940798762212e-06,-0.2466803789138794,0.15225638169100164,8.317084339318448e-06
ADCY7,0.046763718128204346,0.39041475106234325,6.76108440859838e-06,-0.6081482172012329,0.07611270451467325,8.495614818322334e-06
SLC35F6,0.1689257025718689,0.39036559139784943,6.780719469501548e-06,-0.3764772415161133,0.1430921119415132,8.518918678194846e-06
PSMB3,0.1537148356437683,0.3902734254992319,6.817677090488134e-06,-1.1116645336151123,0.031223526533148718,8.563974659032951e-06
ADAMTS7,0.054141104221343994,0.3902236169637025,6.837728952731968e-06,-0.7031638622283936,0.048772156987474696,8.58778353697326e-06
ZNF629,0.13545411825180054,0.3896687475624935,7.06490784935681e-06,-0.30674636363983154,0.123675876564071,8.87168232423647e-06
NUDT2,0.140042245388031,0.389652841781874,7.071524060317635e-06,0.43280237913131714,0.5053986920865076,8.878565200610681e-06
PRG2,0.1754601001739502,0.3895512988370326,7.1139002814243045e-06,-1.1162023544311523,9.369106603940874e-08,8.93033670378766e-06
PRIM1,0.1090087890625,0.38936750300461265,7.191213213985334e-06,-0.39650213718414307,0.1062075824571504,9.025941874164519e-06
R3HCC1,0.1840386986732483,0.38908815528180357,7.310241012165448e-06,-0.308038592338562,0.14208639614189789,9.173865746375441e-06
DPM3,0.07622021436691284,0.3890752688172042,7.315776480206143e-06,-0.5342147350311279,0.05100137241579456,9.179339690114284e-06
CLEC16A,0.14130693674087524,0.3890104232269626,7.343691476566718e-06,-0.39214158058166504,0.08129057044070553,9.212887687202064e-06
GNL3L,0.24764609336853027,0.3889646697388632,7.3634481251966815e-06,-0.23541641235351562,0.26397219035625735,9.236191666980185e-06
GDE1,0.06768172979354858,0.3887066052227342,7.47582541834212e-06,-0.8507845401763916,0.002338829237342871,9.375646372017326e-06
OGFOD3,0.1800605058670044,0.388500679740182,7.566657991117306e-06,-0.3344686031341553,0.07425488068407601,9.488040847470274e-06
GMEB1,0.13319706916809082,0.38801494588575053,7.785058312924262e-06,-0.8541785478591919,0.056203930562806634,9.760334368279143e-06
ATG12,-0.0060204267501831055,0.3879815668202764,7.800283047774475e-06,-1.6729953289031982,0.00018202381469355666,9.77785480764294e-06
RWDD1,0.07921761274337769,0.3879324116743471,7.822754703210603e-06,-0.38189470767974854,0.0830899887371789,9.804452377585857e-06
GIMAP2,0.06457501649856567,0.3878471153445191,7.861893713773376e-06,-0.023268699645996094,0.1700623377431993,9.851927688102428e-06
BRMS1L,0.06944137811660767,0.3876290626350972,7.962791422416323e-06,-0.7764018774032593,0.04880954507834879,9.976766699686126e-06
CRIM1,0.06146252155303955,0.3874919363866178,8.026867562031518e-06,-0.28929567337036133,0.056738933974480626,1.0055438512205403e-05
FAT4,0.15716326236724854,0.38738519915403036,8.07708018215964e-06,-0.2697012424468994,0.10691509336214874,1.0116720766189386e-05
KIT,0.1346062421798706,0.3872080784471203,8.161058365967182e-06,-0.14954924583435059,0.15896191205346583,1.0220268738167675e-05
FRA10AC1,0.22093325853347778,0.3871648793559633,8.181665015007802e-06,-0.5947144031524658,0.11804356726878092,1.0244434728252126e-05
DHX34,0.13210469484329224,0.3871588317988795,8.184553711882189e-06,-0.21800708770751953,0.10540656169442711,1.0246411513179015e-05
BOD1,0.11569738388061523,0.387101532122877,8.211971493786243e-06,-0.14213204383850098,0.2029267375346822,1.0279091218498318e-05
DESI1,0.16254466772079468,0.3870315590027741,8.245571094646576e-06,0.09147101640701294,0.28051041282375855,1.0319497136372081e-05
ITPRIP,0.07339084148406982,0.3870283921345734,8.247094822769495e-06,-0.15162861347198486,0.16122290529506678,1.0319752952120138e-05
C3orf38,0.059718549251556396,0.3868878648233486,8.314977306275656e-06,-0.2855135202407837,0.10331205224689764,1.0403031428293055e-05
TNIK,0.153683602809906,0.38679191717517325,8.361627978551855e-06,0.10745078325271606,0.4361660039183444,1.0459723980206719e-05
ZMIZ2,0.14921361207962036,0.38657228287818923,8.469348088897153e-06,-0.25204646587371826,0.0885292580840752,1.0592779141565962e-05
HDAC10,0.10278069972991943,0.3865276940598773,8.491376134442176e-06,-0.3369508981704712,0.10810597274207791,1.0618632154053829e-05
COPS3,0.07936358451843262,0.3862365591397849,8.6365392052543e-06,-1.309798240661621,0.011135142753731675,1.079843504851329e-05
BRPF1,0.0972089171409607,0.38617549610805924,8.667281607436162e-06,-0.5420116186141968,0.0067989475649690104,1.0835140919508656e-05
RSPRY1,0.07384783029556274,0.3861198156682027,8.695404128201273e-06,-0.8468353748321533,0.08618770027676695,1.0868560417192451e-05
LCK,0.264215886592865,0.3858449284223972,8.835508086443928e-06,-0.13803565502166748,0.18461312856725032,1.1041914723144975e-05
TP53RK,0.03313493728637695,0.38511827956989236,9.216195307537695e-06,-1.0396947860717773,0.00463635297369519,1.1515827427405727e-05
RND3,0.08584171533584595,0.385059321426504,9.247752629565825e-06,-0.4449995756149292,0.1508965543543502,1.1553413363434578e-05
LZTS2,0.16956967115402222,0.38499517697329216,9.282201720329546e-06,-0.2498074769973755,0.1375567590863952,1.1594599466052013e-05
RABEPK,0.11920452117919922,0.38499080659175317,9.284553255739649e-06,-0.08336246013641357,0.15414243960854754,1.1595685065686658e-05
GYPA,0.053793251514434814,0.3843129912885667,9.656142775188384e-06,-0.3779088258743286,0.02546625810801651,1.2057846230447564e-05
WDR41,0.06951719522476196,0.38422734254992313,9.704083006264758e-06,-1.2753512859344482,0.05464998984513268,1.2115776101357214e-05
HSD3B7,0.1532888412475586,0.3842037027448944,9.71735442002825e-06,-0.5647363662719727,0.0772609365163824,1.2130409555292208e-05
MED28,0.0693623423576355,0.38400034414665574,9.832229499741871e-06,-0.7893730401992798,0.02506191427941687,1.227185242492116e-05
MEGF6,0.09070873260498047,0.3838862171368954,9.89725862559549e-06,-0.2649266719818115,0.16617012114155197,1.2351046102330555e-05
SGPP1,0.04249495267868042,0.38382783279037475,9.930682462903369e-06,-0.22632670402526855,0.17556108693828235,1.2390779745546363e-05
LILRB5,0.08451575040817261,0.3838235951710239,9.93311255287187e-06,-0.2284456491470337,0.12324351660894806,1.239183514969119e-05
KIAA0513,0.24167805910110474,0.38357460616851646,1.0076885782819333e-05,-0.625272274017334,0.16726344888443742,1.2569191611100753e-05
MTMR3,0.16334038972854614,0.3835476715751146,1.0092555690263846e-05,-0.13344764709472656,0.25887275346566463,1.2586730007851372e-05
GPR108,0.06170696020126343,0.38352688172043004,1.0104666449069298e-05,-0.616879940032959,0.09396210856216515,1.2599824799078599e-05
C19orf53,0.11532926559448242,0.3835151820514233,1.0111487908939166e-05,-1.5349512100219727,0.01673499971893525,1.2606321074868052e-05
HVCN1,0.11091893911361694,0.38332470556835635,1.0223157561780069e-05,-0.46161389350891113,0.10724301390227191,1.2743512103305768e-05
TASOR2,0.040804266929626465,0.38330479157798014,1.0234899361580601e-05,-0.28906548023223877,0.052108258365827304,1.2756115807247206e-05
GSK3A,0.08354264497756958,0.38309062980030717,1.0361981231409508e-05,-0.6713818311691284,0.04673437329001536,1.2912444988383809e-05
BRAF,0.12770700454711914,0.3827057333992865,1.0594124755828412e-05,-0.18105196952819824,0.2564805685739024,1.3199624695777292e-05
ADAM15,0.10736310482025146,0.3825497891801711,1.0689568782708333e-05,-0.07676970958709717,0.14523198449391486,1.3316420929820765e-05
SLC2A5,0.09949254989624023,0.3822755453206964,1.0859386761250527e-05,-0.06864559650421143,0.22707965364589608,1.3525815803583062e-05
TONSL,0.15575671195983887,0.38199916148639346,1.1033101470697775e-05,-0.10416698455810547,0.14403805879034845,1.3739996768635248e-05
IGKV1-16,0.08642071485519409,0.38194721822075217,1.1066040345030082e-05,-0.36773407459259033,0.1307024357689908,1.3778823237635356e-05
PLEK2,0.006712555885314941,0.3818862012214368,1.1104851595582108e-05,-0.25086820125579834,0.20274948861714098,1.3824948142709415e-05
CNOT7,0.1323491334915161,0.38183717357910896,1.1136129702500244e-05,-0.5025067329406738,0.08382025797304088,1.3861681497924396e-05
WNT5A,0.1502031683921814,0.3817605183785632,1.1185199851111929e-05,-0.5172022581100464,0.11954013807664648,1.3920546258615355e-05
MAP2K7,0.11499440670013428,0.38175115207373267,1.1191209566055173e-05,-0.2776278257369995,0.11524183067638509,1.3925809930907343e-05
COMMD8,0.10493934154510498,0.38162826420890933,1.1270340819478781e-05,-0.5285857915878296,0.06215004125056586,1.4022046427543029e-05
EPN3,0.07170969247817993,0.3814896165260238,1.1360253581784016e-05,-0.5026876926422119,0.05129624450350149,1.4131664045279034e-05
TYW5,0.06954926252365112,0.38123623422740227,1.1526321437060355e-05,-0.7415386438369751,0.09000601365832672,1.4335965380932755e-05
RBMS1,0.09624195098876953,0.38120401239539586,1.1547603045720158e-05,-0.31854331493377686,0.1355792370866028,1.4360151196124495e-05
SPPL2A,-0.04930901527404785,0.3811551459293394,1.1579948666129602e-05,-1.4478604793548584,0.019645079388717443,1.4398085911057978e-05
MED27,0.1441272497177124,0.3810230537660245,1.1667810950021113e-05,-0.9214004278182983,0.0663211500758998,1.4505024992222687e-05
SPOCK2,0.05639934539794922,0.3806040881405258,1.1950665861042955e-05,-0.10681617259979248,0.19344250593935836,1.4854299756090576e-05
KCMF1,0.16992050409317017,0.38047311827956987,1.2040404953966588e-05,-0.2633094787597656,0.17851489838906964,1.4963464815685837e-05
RAP2A,0.1225433349609375,0.38044867473671523,1.205722357713507e-05,-1.0621528625488281,0.016211498615635655,1.4981986150969106e-05
IGHV3OR16-12,0.210222065448761,0.38039324116743467,1.2095447286071583e-05,-0.2724452018737793,0.04984491882087288,1.502709476995742e-05
UBE2S,0.12626612186431885,0.38024170750098113,1.2200519633029431e-05,-0.3492708206176758,0.11265541427238421,1.5155227023909196e-05
BAG4,0.2069772481918335,0.3801029813249383,1.2297465130581008e-05,0.06342267990112305,0.28098630828386306,1.527322519075971e-05
MXRA8,0.007994234561920166,0.37987062407026145,1.2461470752123856e-05,-0.6106998920440674,0.06515207815975242,1.547446010844782e-05
VMP1,0.14023011922836304,0.37986739724184093,1.2463762802654037e-05,-0.27380621433258057,0.11201503841990632,1.547484962577141e-05
SYTL1,0.2541131377220154,0.37986342185091804,1.2466587111351886e-05,0.08666801452636719,0.24215942773453192,1.5475899759561094e-05
KRT6B,-0.01337122917175293,0.37984742123072,1.2477960821223422e-05,-0.17569613456726074,0.24459154213453532,1.5487561019296987e-05
CHEK1,0.14441406726837158,0.37976178958388057,1.2538996708117124e-05,-0.05270588397979736,0.27879227160727327,1.5560849159272114e-05
CDH2,0.14036500453948975,0.3796928545251926,1.2588336034824788e-05,-0.35698676109313965,0.1256580352135564,1.5619600961992305e-05
CCDC32,0.1069841980934143,0.3796737977787883,1.2602007887383401e-05,-0.20499563217163086,0.16519969329892473,1.563408496353893e-05
MAP4K2,0.20446079969406128,0.3792707220799191,1.2894484991408447e-05,-0.6032758951187134,0.1696951794458878,1.5994396067681076e-05
MSL1,0.10468202829360962,0.3791452888206772,1.2986798222345344e-05,-0.39001190662384033,0.15928013323504467,1.610634781911928e-05
TMEM199,0.14415901899337769,0.37875268817204294,1.327977593037694e-05,-0.3816441297531128,0.0997088551067136,1.6467090571878316e-05
SGF29,0.0774802565574646,0.378714677987813,1.3308469243053533e-05,-1.0668888092041016,0.011714227427372843,1.6500054908727966e-05
TMEM167A,0.09215247631072998,0.3786967343333844,1.332203492324815e-05,-0.9289426803588867,0.06483998612285265,1.6514256286790338e-05
MRI1,0.10533243417739868,0.3786482334869431,1.3358767542447771e-05,-0.36175966262817383,0.18084128934277335,1.655716680669093e-05
HMGCS2,0.1559523344039917,0.3786091025221614,1.3388473315944995e-05,-0.06294536590576172,0.22987652951856483,1.6591355874100405e-05
KNOP1,0.14785802364349365,0.3784485453058712,1.3511011075696466e-05,-0.0701521635055542,0.18985838555328818,1.6740555779201292e-05
UXT,0.05947721004486084,0.3784202281425876,1.3532732132822485e-05,-1.3253395557403564,0.0005403117043654315,1.6764813231380658e-05
MPDU1,0.061639487743377686,0.3783594470046082,1.357946625746566e-05,-0.4901324510574341,0.12847435664713186,1.6820045141076232e-05
COX11,0.14360517263412476,0.3778145767449323,1.4005257212226777e-05,-0.7922745943069458,0.06066433794165006,1.734469947974e-05
DERL1,0.040102481842041016,0.3777841953017261,1.4029365252207446e-05,-0.24664437770843506,0.17964383885912824,1.737180544606089e-05
IGHV3-38,0.1341894268989563,0.37724023838036036,1.4467673108079568e-05,-2.683269500732422,0.03416222047148224,1.7911702920449252e-05
TSPO,0.03735297918319702,0.3770998463901689,1.4582873869544362e-05,-0.22802948951721191,0.06097412312605073,1.805147007557778e-05
VNN2,0.12431252002716064,0.3769728496861715,1.4687826635201118e-05,-0.42009615898132324,0.15901373099494145,1.8178509484263156e-05
WDR45B,-0.07592737674713135,0.37665745007680485,1.4951565088844908e-05,-0.26863253116607666,0.21435518171850976,1.850200001976663e-05
C15orf40,0.02813875675201416,0.3765313097753899,1.5058287397204036e-05,-0.9135299921035767,0.0058323360183326215,1.86311173712322e-05
CCNT2,0.07579058408737183,0.3764349867319688,1.5140265104569611e-05,-1.269479513168335,0.0204143251920308,1.8729583053604854e-05
CALML3,0.12412619590759277,0.37634027483275556,1.5221281242567237e-05,0.031105458736419678,0.1721381722675102,1.8826828254168394e-05
LYRM1,0.1969889998435974,0.3756079587084551,1.5861623936840625e-05,-0.27750062942504883,0.17166402772335274,1.9615750582445434e-05
PPP1CC,0.2359183430671692,0.3755453149001535,1.5917561858587105e-05,-0.509953498840332,0.060895554912005115,1.9681816133080672e-05
TULP3,0.15383851528167725,0.3745400674392687,1.6840995618809227e-05,-0.8506791591644287,0.028440622666897994,2.0820336293713573e-05
NAA38,0.1815435290336609,0.3740966555008091,1.726414375186106e-05,-0.9011900424957275,0.04944107164440632,2.134009678050841e-05
DPEP1,0.13323765993118286,0.37360988319281757,1.7740183484398563e-05,-0.3347660303115845,0.08891036257995079,2.192506165507435e-05
ZBED1,0.15279823541641235,0.3733114180381765,1.8038147882440627e-05,-0.571226954460144,0.11451914353626182,2.2289793481271814e-05
LIME1,0.07030785083770752,0.373039134425302,1.8314076351621156e-05,-0.38888585567474365,0.1782712711976484,2.2627184524147954e-05
PEX16,0.014004647731781006,0.37300825346933936,1.8345620217111804e-05,-0.7545076608657837,0.030932547260517855,2.2662577596059466e-05
XXYLT1,0.10821282863616943,0.3728097718050701,1.854958594341885e-05,-0.36574625968933105,0.07408743679170389,2.2910920772054674e-05
BNIP1,0.16392427682876587,0.3727635131700432,1.8597428305117933e-05,-0.19464528560638428,0.1939641567038565,2.296638525459938e-05
DUSP11,0.016106128692626953,0.3725425739663877,1.8827537305786192e-05,-0.7501369714736938,0.05225458748923074,2.3246881895163315e-05
TRNAU1AP,0.07342296838760376,0.37238854352501677,1.8989542282852182e-05,-0.8992003202438354,0.06279515180606907,2.344321334224586e-05
ABCB1,0.14995723962783813,0.3721884862694987,1.9201915150268443e-05,-0.26430976390838623,0.19736101073330037,2.3701653827583992e-05
ERCC1,0.1584288477897644,0.3721057431919363,1.929040336896558e-05,-0.6963704824447632,0.029298410829632592,2.3807121355640385e-05
URM1,0.12116622924804688,0.3716694537399236,1.9763364268725935e-05,-0.4317941665649414,0.12717363116225402,2.4386975123832507e-05
FMO3,0.12780851125717163,0.3716319597269075,1.9804514661865614e-05,0.024601280689239502,0.23888216454396452,2.4433898057588775e-05
SEMA4C,0.15476548671722412,0.37135592888558777,2.0109953563520287e-05,-0.28050220012664795,0.06658635189627296,2.4806821759005785e-05
RBFOX2,0.09882974624633789,0.3713457934746881,2.0121252673765597e-05,-0.4405534267425537,0.07274293152106136,2.481684617063931e-05
SLC43A3,0.14252924919128418,0.37126440751564177,2.0212199682335786e-05,-0.12616682052612305,0.17660370445278492,2.4925086854048638e-05
TRAF1,0.06629025936126709,0.3711450504973329,2.034627797287577e-05,-0.08403229713439941,0.24124345606056072,2.5086473250919654e-05
TTC7A,0.12418109178543091,0.3709281977228353,2.0592019793615977e-05,-0.384279727935791,0.09320245998890386,2.538546553595968e-05
CEP55,0.06642252206802368,0.3707745163360472,2.076786150758089e-05,-0.16632533073425293,0.14455827069534613,2.559820559601288e-05
ERO1B,0.04250752925872803,0.3705780635701271,2.0994698562058543e-05,-0.11332094669342041,0.1080826824675976,2.5873724933420816e-05
CDK4,0.19454455375671387,0.3705745007680491,2.099883383070168e-05,-0.379172682762146,0.2404159890051257,2.587474452169952e-05
SULF2,0.09764021635055542,0.37055744015745484,2.101864633539825e-05,-0.2810152769088745,0.2752667305875632,2.589507822263114e-05
RAB30,0.07597082853317261,0.37031871565002944,2.1297727567370025e-05,-0.26539409160614014,0.1710637514381013,2.6234775595585565e-05
NDRG4,0.1345057487487793,0.37008582381464894,2.1573344536363125e-05,-0.7778908014297485,0.0452374200167152,2.65700993486746e-05
KIAA1324,-0.04613089561462402,0.36962741997921494,2.2125669072648053e-05,-0.3061867952346802,0.2023440661629754,2.7246061631966796e-05
FAM111B,0.06564271450042725,0.3695374068741156,2.2235674398496476e-05,-0.4018164873123169,0.1064430151463859,2.7377214724545797e-05
MLLT1,0.1279582381248474,0.36943391357940736,2.2362789245577147e-05,-0.5740586519241333,0.05270734248413573,2.7529388964259432e-05
LMBRD2,0.15968692302703857,0.3692868742695004,2.2544564240289748e-05,0.03937232494354248,0.24098643966292208,2.7748793310392823e-05
CDH6,0.11358451843261719,0.36887537684944693,2.306068127587725e-05,-0.1306016445159912,0.15861392571007404,2.837958605096159e-05
ATP5MPL,0.03150302171707153,0.36862672811059904,2.3377907811922745e-05,-0.5747236013412476,0.05295922328328827,2.8765454601991457e-05
TFDP1,0.13684391975402832,0.3681823907310485,2.3955030684498484e-05,-0.14929461479187012,0.2196707368113553,2.9470942122388666e-05
MAEA,0.15040981769561768,0.36805505419714,2.412287232796714e-05,-0.8735471963882446,0.0020859132840128657,2.9672764168793673e-05
RCHY1,0.1382514238357544,0.3677994949347151,2.446306350655234e-05,-1.007246971130371,0.031136077554601547,3.008649099815289e-05
IGLV1-40,0.1558101773262024,0.3677875236612671,2.447910923159724e-05,0.015849947929382324,0.2567636336358848,3.0101492282589786e-05
EMCN,-0.035620808601379395,0.36769343560953555,2.460556510496683e-05,-0.5677368640899658,0.10008390355633158,3.025223675747415e-05
PSEN1,0.06926977634429932,0.36763359529784784,2.468631050589786e-05,-0.6304281949996948,0.02419209544164404,3.034674222491483e-05
MASP2,0.05822378396987915,0.3673205608219169,2.511277613711768e-05,-0.9626498222351074,0.003987164317430655,3.08661431402474e-05
THAP11,0.12366336584091187,0.36704203846746597,2.5498033510256526e-05,-0.653373122215271,0.02914301729955445,3.133473968848807e-05
C4orf33,0.021322309970855713,0.3669136806308178,2.5677443267874678e-05,-0.42397093772888184,0.026177316331782458,3.155026095528051e-05
RNF126,0.07481276988983154,0.3666298003072196,2.6078451830541125e-05,-0.4561147689819336,0.06419595845867762,3.2037953544603844e-05
KCTD18,0.10653805732727051,0.3666215538387381,2.6090188224920794e-05,-0.631878137588501,0.07071263299125,3.2047338614216466e-05
C1orf50,0.06344401836395264,0.3664761904761904,2.6297886006343988e-05,-0.2977961301803589,0.08554945497774787,3.2297388026632546e-05
MT-ND1,-0.0527193546295166,0.36613881127356757,2.678594002944335e-05,-1.336268424987793,0.028156173038730935,3.289162055106843e-05
NSMCE2,0.08007770776748657,0.36613106410717083,2.679724638879226e-05,-1.0163888931274414,0.024548428422527503,3.290033923295135e-05
H1-1,0.1105036735534668,0.3661084902423663,2.683021667211552e-05,-0.5717982053756714,0.10782186857521274,3.293564890290138e-05
AP1S3,0.12843674421310425,0.3661036666593798,2.683726670005078e-05,-0.2912471294403076,0.15469783590760755,3.2939133865965355e-05
RPS6KB2,0.09391868114471436,0.3658524991460493,2.7206780179679507e-05,0.04837554693222046,0.17273108944796492,3.3387423057021195e-05
NAPB,0.13062959909439087,0.36580161536862404,2.7282219248902803e-05,-0.8711658716201782,0.005149488908629056,3.347474807292827e-05
KDM6A,0.14317357540130615,0.36578295408457295,2.730993522047494e-05,-0.3896491527557373,0.23778556355779332,3.350349957568303e-05
GBA2,0.019743740558624268,0.3654293785532477,2.7840093003017754e-05,-0.5279936790466309,0.10183284200145871,3.414853496465499e-05
F3,0.15940266847610474,0.3650396438874013,2.8435658835365934e-05,-0.42337632179260254,0.1459855573839028,3.487358473035941e-05
DAPP1,0.13891875743865967,0.36496535760176513,2.8550526885600246e-05,0.25512099266052246,0.3386727217166813,3.500897026166564e-05
PSMB2,0.11745303869247437,0.3648540706605222,2.8723424116034958e-05,-0.5392537117004395,0.11213402353026262,3.521545821875007e-05
ATP9B,0.1881834864616394,0.3645165550313492,2.9253825017345994e-05,-1.0037226676940918,0.009031619388814494,3.5860118991644004e-05
FAM210B,0.12745237350463867,0.36443849118040433,2.9377803657034133e-05,-0.3060051202774048,0.18228623954232773,3.600645255489204e-05
OSTM1,0.13293004035949707,0.36436198421672117,2.9499788154904165e-05,-0.2547276020050049,0.10460573941315982,3.615029656081159e-05
UROD,0.08964908123016357,0.36430107526881716,2.95972425990435e-05,-0.5086621046066284,0.05471945888301314,3.6264040039116266e-05
RPL19,0.14165103435516357,0.36424577572964667,2.9685983655964412e-05,-0.3455578088760376,0.06387859285120523,3.636707347798804e-05
SERINC3,0.17597836256027222,0.3641008310849093,2.9919768015646613e-05,-0.3431805372238159,0.12289899321849736,3.6647733388410246e-05
CTSF,0.028093278408050537,0.3638335853378623,3.0355351811250616e-05,-0.19830989837646484,0.09634001751292055,3.717544416276849e-05
HMGA2,0.1268102526664734,0.363799849685247,3.0410758723458476e-05,-0.8122776746749878,0.08912046560252285,3.7237469432512864e-05
MAP3K3,0.04752105474472046,0.3637825173462321,3.043926198697042e-05,-1.0257678031921387,0.029033225771820798,3.726653737080648e-05
RERE,0.15254271030426025,0.36371792485394616,3.054570620656821e-05,-0.06047391891479492,0.1370648113003749,3.739100374769586e-05
SH3BP5L,0.13718897104263306,0.3636528473329987,3.0653302962974165e-05,-0.17163407802581787,0.14337088420203828,3.75168417738044e-05
SDCCAG8,0.016858458518981934,0.36302436111434144,3.171088434995334e-05,-0.31044697761535645,0.12887931251201107,3.880515290759309e-05
EVI5,0.02232140302658081,0.3628195990743386,3.206277684117622e-05,-0.6044739484786987,0.0333972375562608,3.922963248110126e-05
HAPLN1,0.1223410964012146,0.36268732834680545,3.2292034305311055e-05,0.008676707744598389,0.27554531336142557,3.950395563593104e-05
NDUFAF5,0.03413212299346924,0.3626334295448664,3.238589444567824e-05,-0.4025925397872925,0.15606690040276505,3.961258269806023e-05
ZFC3H1,0.06838011741638184,0.36231136041926454,3.2952106598161456e-05,-2.0963311195373535,0.013055266292958823,4.0298839557663996e-05
C16orf58,0.1900612711906433,0.36226113671274957,3.304123480039879e-05,-0.18539249897003174,0.18626450745496387,4.04015223712239e-05
MT1E,0.08938264846801758,0.36218381686755746,3.317889071068446e-05,-0.1778491735458374,0.19936825116198614,4.056350158470989e-05
PLXNA1,0.00811690092086792,0.3620971718849063,3.3333787808566905e-05,-0.39377033710479736,0.13382516906449693,4.0746505428756105e-05
IGLV2-8,0.06259971857070923,0.361803935183123,3.386306155884161e-05,-0.5133379697799683,0.09043920669202157,4.1387010548946735e-05
FCGR2A,0.12265658378601074,0.3617415145950043,3.3976739820815187e-05,-0.6909040212631226,0.04681713130044264,4.15194592842394e-05
EPHB4,-0.012923479080200195,0.36161960310273555,3.4199794006059675e-05,-0.27480030059814453,0.13666852886220002,4.178550276716632e-05
DAD1,0.09570497274398804,0.3612964669738863,3.4797680784237203e-05,-0.7275714874267578,0.006107166905042925,4.250936421900725e-05
GEMIN2,0.11593860387802124,0.36117767807075774,3.501992546697269e-05,-0.12397146224975586,0.1640084809861217,4.2774181293357335e-05
NCOA1,0.09791409969329834,0.36104949477852605,3.526123937052989e-05,-0.2882760763168335,0.20922511894039666,4.306220364657062e-05
CNOT8,-0.01671135425567627,0.36093745666447247,3.547343529715803e-05,-1.8937342166900635,0.004404468734036222,4.331458178182487e-05
POMK,0.14656585454940796,0.3607478975855321,3.583518255738233e-05,-0.14149999618530273,0.15640708217992297,4.374946120865375e-05
C18orf21,0.1292201280593872,0.3605636127819394,3.6190178811837926e-05,-1.8572924137115479,0.0010535218257891003,4.4175964211329e-05
LPA,0.034989356994628906,0.3605222734254992,3.6270264300708526e-05,-1.8728532791137695,0.007873248075594818,4.426681344361711e-05
SSH1,0.21595042943954468,0.3604429499895957,3.642440081721428e-05,-0.3259754180908203,0.07681945558519047,4.444799737788613e-05
ARNT,0.16751760244369507,0.3603299421149444,3.664505207541843e-05,-0.5543540716171265,0.15930267622731129,4.471027879175214e-05
ANKRD52,0.10095363855361938,0.3601992314516751,3.690183171357488e-05,-0.21651875972747803,0.14162949850032924,4.5016551413534425e-05
CNST,0.17229902744293213,0.3600663778008775,3.716454943930549e-05,-0.18199694156646729,0.15127955191355782,4.532997126372174e-05
CBLB,0.0736614465713501,0.35990217951760334,3.749167443626212e-05,-0.2732048034667969,0.06941176150184226,4.5721839326542294e-05
MMP7,0.09546619653701782,0.35982272524415454,3.765093514190283e-05,-0.11985278129577637,0.27043489808147225,4.590890330163117e-05
CDR2L,0.09296828508377075,0.35972320410400377,3.785131339096673e-05,-0.20922207832336426,0.1583694686815993,4.61460369925408e-05
CCNY,0.10421174764633179,0.3594607387779109,3.8384573348321345e-05,-0.4881547689437866,0.11820101341632903,4.678886282227982e-05
AMT,0.06834143400192261,0.35942423464767537,3.845929553291684e-05,-0.5122915506362915,0.07956424366443436,4.68726409564468e-05
SLBP,0.13932979106903076,0.35928539397809034,3.874474314186071e-05,-0.3994940519332886,0.1433971013777572,4.721317664054128e-05
KIAA0100,0.0026053786277770996,0.35925873585154877,3.8799777339871914e-05,-0.4348793029785156,0.053507900210055796,4.727287513278475e-05
POLI,0.01487511396408081,0.35923209593881306,3.885484713696165e-05,-0.26872897148132324,0.17455774855955222,4.7332598396716096e-05
NCAPH2,0.03721398115158081,0.35916717829184386,3.898935132146896e-05,-0.4969024658203125,0.10188229225062292,4.748905419441455e-05
SRGN,0.018115520477294922,0.35902548817859486,3.928443937187961e-05,-0.3911163806915283,0.08313974485242592,4.784102207174876e-05
PLEKHA3,0.21823102235794067,0.3588929764282788,3.956230560480741e-05,-0.5938094854354858,0.03475500827067772,4.817191071618984e-05
RBM7,0.0735592246055603,0.35885674032955134,3.963860987256825e-05,-0.6658738851547241,0.03251329837007206,4.825730839272044e-05
RPL22L1,0.05752080678939819,0.3587696717808061,3.982251904018441e-05,-0.9844480752944946,0.04111001062936137,4.847366074265833e-05
ANO1,0.1431441307067871,0.35837594947085744,4.066418268369588e-05,-0.15615224838256836,0.2354073772379914,4.9490467862434906e-05
NUPR1,0.053559958934783936,0.35791430801026825,4.167226589098193e-05,-0.48617613315582275,0.13785860595496335,5.070946854375555e-05
TLK2,0.046114206314086914,0.35767182438110456,4.221111065418203e-05,-0.8723043203353882,0.07433552172161459,5.1357179582674106e-05
